Date,Holiday,NextDayHoliday,IsWeekend,Month,KielerWeek,IsNewYearsEve,IsHalloween,t,lag_1,roll7_mean,roll28_mean,year_sin1,year_cos1,year_sin2,year_cos2,Revenue,Product_2,Product_3,Product_4,Product_5,Product_6,Product
2013-07-20,True,True,True,7,False,False,False,19,161.63511518654,135.1360667378356,,0.321057654185271,0.9470596510722284,0.6081214998935418,0.7938439653781019,134.328076682024,0.0,0.0,0.0,0.0,0.0,1
2013-07-21,True,True,True,7,False,False,False,20,134.328076682024,134.14960485187729,,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742,66.2887578161955,0.0,0.0,0.0,0.0,0.0,1
2013-07-22,True,True,False,7,False,False,False,21,66.2887578161955,127.54451801008206,,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042,131.223948997842,0.0,0.0,0.0,0.0,0.0,1
2013-07-23,True,True,False,7,False,False,False,22,131.223948997842,123.25298539231922,,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308,110.315246796665,0.0,0.0,0.0,0.0,0.0,1
2013-07-24,True,True,False,7,False,False,False,23,110.315246796665,122.32354090981207,,0.3854133594543256,0.9227440286201428,0.7112757519738152,0.7029130847082615,141.891908195545,0.0,0.0,0.0,0.0,0.0,1
2013-07-25,True,True,False,7,False,False,False,24,141.891908195545,121.08339642448449,,0.4012289854475009,0.9159777842484876,0.7350336741329412,0.6780306024735382,167.701216640907,0.0,0.0,0.0,0.0,0.0,1
2013-07-26,True,True,False,7,False,False,False,25,167.701216640907,130.48346718795977,,0.4169258813287287,0.908940487313808,0.7579216274973472,0.6523456189565257,147.272084366206,0.0,0.0,0.0,0.0,0.0,1
2013-07-27,True,True,True,7,False,False,False,26,147.272084366206,128.43160564219778,,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018,161.403357795112,0.0,0.0,0.0,0.0,0.0,1
2013-07-28,True,True,True,7,False,False,False,27,161.403357795112,132.29950294406748,,0.4479449394078911,0.8940611451454876,0.8009803309782905,0.5986906625177214,86.0791432446654,0.0,0.0,0.0,0.0,0.0,1
2013-07-29,True,True,False,7,False,False,False,28,86.0791432446654,135.12670086242034,134.5349131126698,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036,183.564164400591,0.0,0.0,0.0,0.0,0.0,1
2013-07-30,True,True,False,7,False,False,False,29,183.564164400591,142.6038744913845,135.77547780154154,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729844,132.111640117897,0.0,0.0,0.0,0.0,0.0,1
2013-07-31,True,True,False,7,False,False,False,30,132.111640117897,145.7176449658462,134.78683076487073,0.4934681416772373,0.8697638720650646,0.8584015232918917,0.512978386299228,144.745431773143,0.0,0.0,0.0,0.0,0.0,1
2013-08-01,True,True,False,8,False,False,False,31,144.745431773143,146.12529119121734,135.96039641697035,0.5083564379375122,0.8611467540480452,0.8755389928586302,0.4831474640149687,157.854023011106,0.0,0.0,0.0,0.0,0.0,1
2013-08-02,True,True,False,8,False,False,False,32,157.854023011106,144.71854924410292,135.56714934665519,0.5230943033491326,0.8522748088519838,0.8916401947968874,0.452744699607371,117.359342094889,0.0,0.0,0.0,0.0,0.0,1
2013-08-03,True,False,True,8,False,False,False,33,117.359342094889,140.44530034820048,133.6413846315457,0.5376773767406141,0.8431506618282,0.9066860720977984,0.4218060770826634,186.027178770079,0.0,0.0,0.0,0.0,0.0,1
2013-08-04,False,False,True,8,False,False,False,34,186.027178770079,143.96298905891007,134.05119958767438,0.5521013427459208,0.8337770129585915,0.9206588168102428,0.3903682146763026,104.708216687715,0.0,0.0,0.0,0.0,0.0,1
2013-08-05,False,False,False,8,False,False,False,35,104.708216687715,146.62428526506,134.48228749156286,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.3584683215124808,146.775309890073,0.0,0.0,0.0,0.0,0.0,1
2013-08-06,False,False,False,8,False,False,False,36,146.775309890073,141.36873462070028,134.88496841469433,0.580454927809098,0.8142923779467267,0.945320046913132,0.3261441535642696,131.956277381283,0.0,0.0,0.0,0.0,0.0,1
2013-08-07,False,False,False,8,False,False,False,37,131.956277381283,141.34653994404113,134.7388217933707,0.5943761565849831,0.804187157621448,0.9559793438440766,0.2934339689665273,160.593417296116,0.0,0.0,0.0,0.0,0.0,1
2013-08-08,False,False,False,8,False,False,False,38,160.593417296116,143.61053787589444,135.64814690074698,0.6081214998935418,0.7938439653781019,0.9655071658143364,0.2603764827344581,153.099424561652,0.0,0.0,0.0,0.0,0.0,1
2013-08-09,False,False,False,8,False,False,False,39,153.099424561652,142.9313095259724,136.1677908980662,0.6216868902665479,0.7832658619336791,0.9738922359149924,0.2270108209414184,125.620344387906,0.0,0.0,0.0,0.0,0.0,1
2013-08-10,False,False,True,8,False,False,False,40,125.620344387906,144.11145271068915,137.03110635973073,0.6350683134867438,0.7724559775191742,0.981124629771712,0.1933764744102058,185.177162656408,0.0,0.0,0.0,0.0,0.0,1
2013-08-11,False,False,True,8,False,False,False,41,185.177162656408,143.99002183730758,138.60052967304063,0.6482618097757122,0.7614175109532997,0.9871957872910084,0.1595132519726365,73.2088330039992,0.0,0.0,0.0,0.0,0.0,1
2013-08-12,False,False,False,8,False,False,False,42,73.2088330039992,139.49010988249103,137.19640350501336,0.6612634749656386,0.7501537286959042,0.992098522791769,0.1254612333527364,154.504729536697,0.0,0.0,0.0,0.0,0.0,1
2013-08-13,False,False,False,8,False,False,False,43,154.504729536697,140.59431268915162,136.9549767983889,0.6740694616546161,0.7386679638813748,0.9958270335100596,0.0912607217293118,134.064451548102,0.0,0.0,0.0,0.0,0.0,1
2013-08-14,False,False,False,8,False,False,False,44,134.064451548102,140.8954804272686,137.570801561742,0.6866759803451553,0.726963615332308,0.998376906467142,0.0569521960340397,156.972510536869,0.0,0.0,0.0,0.0,0.0,1
2013-08-15,False,False,False,8,False,False,False,45,156.972510536869,140.37820803309046,137.7993583811717,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.0225762630415454,164.763795399756,0.0,0.0,0.0,0.0,0.0,1
2013-08-16,False,False,False,8,False,False,False,46,164.763795399756,142.04454672424816,140.04446817057084,0.7112757519738152,0.7029130847082615,0.9999300657962056,-0.0118263906918325,147.79799759804,0.0,0.0,0.0,0.0,0.0,1
2013-08-17,False,False,True,8,False,False,False,47,147.79799759804,145.21278289712447,139.55028539955296,0.7232617254437388,0.6905740195722294,0.9989315138848576,-0.0462150469837083,221.630418006017,0.0,0.0,0.0,0.0,0.0,1
2013-08-18,False,False,True,8,False,False,False,48,221.630418006017,150.42039080421145,142.66822616112415,0.7350336741329412,0.6780306024735382,0.9967506498213928,-0.0805490042187416,92.489778506026,0.0,0.0,0.0,0.0,0.0,1
2013-08-19,False,False,False,8,False,False,False,49,92.489778506026,153.17481159021528,143.60397690004666,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.114787625522127,145.87913275728,0.0,0.0,0.0,0.0,0.0,1
2013-08-20,False,False,False,8,False,False,False,50,145.87913275728,151.94258347886998,144.1273763200266,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,111.842396126739,0.0,0.0,0.0,0.0,0.0,1
2013-08-21,False,False,False,8,False,False,False,51,111.842396126739,148.768004132961,144.18191736752925,0.7690308592589181,0.6392116531380588,0.98314697372215,-0.1828169249850199,125.336522713024,0.0,0.0,0.0,0.0,0.0,1
2013-08-22,False,False,False,8,False,False,False,52,125.336522713024,144.24857730098316,143.59065360029635,0.7799125224167177,0.6258885343075018,0.976276611086932,-0.2165270852448143,132.916428220302,0.0,0.0,0.0,0.0,0.0,1
2013-08-23,False,False,False,8,False,False,False,53,132.916428220302,139.69895341820398,142.34833972813186,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521,162.958958703106,0.0,0.0,0.0,0.0,0.0,1
2013-08-24,False,False,True,8,False,False,False,54,162.958958703106,141.86480500464202,142.908585240164,0.8009803309782905,0.5986906625177214,0.9590788900341132,-0.2831389812281835,201.543109556297,0.0,0.0,0.0,0.0,0.0,1
2013-08-25,False,False,True,8,False,False,False,55,201.543109556297,138.99518951182486,144.34214780306348,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.3159618766579029,83.0226725739551,0.0,0.0,0.0,0.0,0.0,1
2013-08-26,False,False,False,8,False,False,False,56,83.0226725739551,137.6427458072433,144.23298813625243,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,165.829031676714,0.0,0.0,0.0,0.0,0.0,1
2013-08-27,False,False,False,8,False,False,False,57,165.829031676714,140.49273136716243,143.59959053897109,0.8307970168121247,0.5565755266413303,0.9248025743285088,-0.3804473662878516,118.473650434102,0.0,0.0,0.0,0.0,0.0,1
2013-08-28,False,False,False,8,False,False,False,58,118.473650434102,141.44005341107143,143.11251947883554,0.8402480696078469,0.5422021592729844,0.9111686353326632,-0.4120336369594263,108.876991442649,0.0,0.0,0.0,0.0,0.0,1
2013-08-29,False,False,False,8,False,False,False,59,108.876991442649,139.08869180101786,141.83150375274647,0.8494504794814806,0.527668345562516,0.8964562582905575,-0.4431322341826345,178.178023803315,0.0,0.0,0.0,0.0,0.0,1
2013-08-30,False,False,False,8,False,False,False,60,178.178023803315,145.5546340271626,142.5573609238968,0.8584015232918917,0.512978386299228,0.8806828564301475,-0.47370635037968,133.150828452892,0.0,0.0,0.0,0.0,0.0,1
2013-08-31,False,False,True,8,False,False,False,61,133.150828452892,141.29632970570344,143.12134257953977,0.8670985522812081,0.4981366284784055,0.8638670987837349,-0.503719798736334,130.821314898435,0.0,0.0,0.0,0.0,0.0,1
2013-09-01,False,False,True,9,False,False,False,62,130.821314898435,131.19321618315172,141.1497045841239,0.8755389928586302,0.4831474640149687,0.8460288880917339,-0.533137056031809,95.9704314892471,0.0,0.0,0.0,0.0,0.0,1
2013-09-02,False,False,False,9,False,False,False,63,95.9704314892471,133.04289602819344,140.83764082703576,0.8837203473619977,0.4680153284438345,0.8271893372462497,-0.5619233046832195,138.408723210465,0.0,0.0,0.0,0.0,0.0,1
2013-09-03,False,False,False,9,False,False,False,64,138.408723210465,129.1257091044436,140.5388341599069,0.8916401947968874,0.452744699607371,0.8073707443023492,-0.5900444739548627,138.825618927843,0.0,0.0,0.0,0.0,0.0,1
2013-09-04,False,False,False,9,False,False,False,65,138.825618927843,132.03313317497802,140.78416778656975,0.8992961915530253,0.4373400963303323,0.7865965660866021,-0.6174672802835514,100.221969526295,0.0,0.0,0.0,0.0,0.0,1
2013-09-05,False,False,False,9,False,False,False,66,100.221969526295,130.79670147264173,138.6280446519333,0.9066860720977984,0.4218060770826634,0.7648913904341226,-0.6441592666722685,173.658100347255,0.0,0.0,0.0,0.0,0.0,1
2013-09-06,False,False,False,9,False,False,False,67,173.658100347255,130.150998121776,139.3622830728477,0.9138076496466616,0.4061472386305788,0.742280907086982,-0.6700888411055113,171.415179710314,0.0,0.0,0.0,0.0,0.0,1
2013-09-07,False,False,True,9,False,False,False,68,171.415179710314,135.61733401569344,140.99781290579082,0.9206588168102428,0.3903682146763026,0.7187918772884232,-0.6952253139408722,186.034060963767,0.0,0.0,0.0,0.0,0.0,1
2013-09-08,False,False,True,9,False,False,False,69,186.034060963767,143.50486916788373,141.02841641676793,0.9272375462179536,0.374473674486883,0.6944521021088763,-0.719538934232584,88.8925958109828,0.0,0.0,0.0,0.0,0.0,1
2013-09-09,False,False,False,9,False,False,False,70,88.8925958109828,142.49374978527453,141.58855080273165,0.9335418911179212,0.3584683215124808,0.6692903895412567,-0.7430009249440493,169.359968504942,0.0,0.0,0.0,0.0,0.0,1
2013-09-10,False,False,False,9,False,False,False,71,169.359968504942,146.9153562559141,142.11909505159753,0.9395699859530622,0.342356891994542,0.6433365204044917,-0.765583517007675,89.6944536084346,0.0,0.0,0.0,0.0,0.0,1
2013-09-11,False,False,False,9,False,False,False,72,89.6944536084346,139.8966183531415,140.534452268038,0.945320046913132,0.3261441535642696,0.6166212130956382,-0.7872599821916922,103.363686559795,0.0,0.0,0.0,0.0,0.0,1
2013-09-12,False,False,False,9,False,False,False,73,103.363686559795,140.34543507221292,138.6198514117139,0.9507903724625832,0.3098349038318025,0.5891760872322963,-0.8080046647350754,106.474399987548,0.0,0.0,0.0,0.0,0.0,1
2013-09-13,False,False,False,9,False,False,False,74,106.474399987548,130.74776359225476,136.53808728984936,0.9559793438440766,0.2934339689665273,0.5610336262283677,-0.8277930117131022,122.564626199915,0.0,0.0,0.0,0.0,0.0,1
2013-09-14,False,False,True,9,False,False,False,75,122.564626199915,123.7691130907692,135.63689545420203,0.9608854255574976,0.2769462022689364,0.5322271388474397,-0.8466016020976267,174.938807466572,0.0,0.0,0.0,0.0,0.0,1
2013-09-15,False,False,True,9,False,False,False,76,174.938807466572,122.1840768768842,133.96933793493614,0.9655071658143364,0.2603764827344581,0.5027907197793043,-0.8644081744776648,55.1960062296304,0.0,0.0,0.0,0.0,0.0,1
2013-09-16,False,False,False,9,False,False,False,77,55.1960062296304,117.37027836526242,132.63741749649344,0.969843196967294,0.2437297136096838,0.4727592092862775,-0.881191653407483,146.760234890658,0.0,0.0,0.0,0.0,0.0,1
2013-09-17,False,False,False,9,False,False,False,78,146.760234890658,114.14174499179327,132.66888542982835,0.9738922359149924,0.2270108209414184,0.442168151967072,-0.8969321743510065,136.118044538363,0.0,0.0,0.0,0.0,0.0,1
2013-09-18,False,False,False,9,False,False,False,79,136.118044538363,120.77368655321163,133.53587287310066,0.977653084481664,0.2102247521189836,0.4110537546870351,-0.911611107193024,152.255085210606,0.0,0.0,0.0,0.0,0.0,1
2013-09-19,False,False,False,9,False,False,False,80,152.255085210606,127.75817207475606,134.49725010515715,0.981124629771712,0.1933764744102058,0.3794528437245443,-0.925211078289358,148.674992078993,0.0,0.0,0.0,0.0,0.0,1
2013-09-20,False,False,False,9,False,False,False,81,148.674992078993,133.78682808781963,135.06005595725327,0.984305844499033,0.1764709734915216,0.3474028211842774,-0.9377159910299092,110.159250328825,0.0,0.0,0.0,0.0,0.0,1
2013-09-21,False,False,True,9,False,False,False,82,110.159250328825,132.01463153480677,133.17435208674323,0.9871957872910084,0.1595132519726365,0.3149416207289519,-0.9491110448902284,178.263887943827,0.0,0.0,0.0,0.0,0.0,1
2013-09-22,False,False,True,9,False,False,False,83,178.263887943827,132.4896430315575,132.34295131486928,0.9897936029670716,0.1425083279161708,0.2821076626819194,-0.9593827529490744,86.6668973821597,0.0,0.0,0.0,0.0,0.0,1
2013-09-23,False,False,False,9,False,False,False,84,86.6668973821597,136.98548462477595,132.47310220087658,0.992098522791769,0.1254612333527364,0.2489398085537665,-0.9685189578512204,111.128410563554,0.0,0.0,0.0,0.0,0.0,1
2013-09-24,False,False,False,9,False,False,False,85,111.128410563554,131.89522400661824,130.5195085896923,0.9941098647022418,0.108377012791876,0.2154773150467301,-0.976508846196619,139.64144576808,0.0,0.0,0.0,0.0,0.0,1
2013-09-25,False,False,False,9,False,False,False,86,139.64144576808,132.39856703943497,131.27550128019152,0.9958270335100596,0.0912607217293118,0.1817597875913753,-0.9833429613388902,117.94119333604,0.0,0.0,0.0,0.0,0.0,1
2013-09-26,False,False,False,9,False,False,False,87,117.94119333604,127.49658248592553,131.59922277638404,0.9972495210773452,0.0741174251509443,0.1478271334705304,-0.9890132145779884,203.314345156607,0.0,0.0,0.0,0.0,0.0,1
2013-09-27,False,False,False,9,False,False,False,88,203.314345156607,135.30220435415612,132.49694853900164,0.998376906467142,0.0569521960340397,0.1137195145859496,-0.9935128947338008,135.507291692088,0.0,0.0,0.0,0.0,0.0,1
2013-09-28,False,False,True,9,False,False,False,89,135.507291692088,138.92335312033654,132.5811079404015,0.9992088560679752,0.0397701138460557,0.0794772999236209,-0.9968366760893436,134.613756840197,0.0,0.0,0.0,0.0,0.0,1
2013-09-29,False,False,True,9,False,False,False,90,134.613756840197,132.68762010553226,132.7165522954644,0.9997451236925734,0.0225762630415454,0.0451410177739719,-0.998980624694158,68.6316896995448,0.0,0.0,0.0,0.0,0.0,1
2013-09-30,False,False,False,9,False,False,False,91,68.6316896995448,130.1111618651587,131.74016866011792,0.9999855506507186,0.0053757315575838,0.0107513077635219,-0.9999422030204416,156.502435955326,0.0,0.0,0.0,0.0,0.0,1
2013-10-01,False,False,False,10,False,False,False,92,156.502435955326,136.59316549255468,132.38637268672008,0.9999300657962056,-0.0118263906918325,-0.0236511272452315,-0.9997202729664084,123.397540137977,0.0,0.0,0.0,0.0,0.0,1
2013-10-02,False,False,False,10,False,False,False,93,123.397540137977,134.2726075453971,131.8353698727963,0.9995786855478958,-0.0290250133219752,-0.0580255693287803,-0.9983150972033183,196.720969158391,0.0,0.0,0.0,0.0,0.0,1
2013-10-03,False,True,False,10,False,False,False,94,196.720969158391,145.5268612343044,135.28176271679973,0.9989315138848576,-0.0462150469837083,-0.0923313336953912,-0.9957283388645872,75.2337302417469,0.0,0.0,0.0,0.0,0.0,1
2013-10-04,True,True,False,10,False,False,False,95,75.2337302417469,127.22963053218152,131.766606641603,0.9979887423155984,-0.0633914048695103,-0.1265278168386831,-0.9919630595773395,156.066122625816,0.0,0.0,0.0,0.0,0.0,1
2013-10-05,True,True,True,10,False,False,False,96,156.066122625816,130.16660637985697,131.21842603144236,0.9967506498213928,-0.0805490042187416,-0.1605745445949937,-0.9870237158387384,152.280762053885,0.0,0.0,0.0,0.0,0.0,1
2013-10-06,True,True,True,10,False,False,False,97,152.280762053885,132.69046426752666,130.01295107037515,0.9952176027737294,-0.0976827678217159,-0.1944312200476619,-0.9809161537413774,92.4805772695364,0.0,0.0,0.0,0.0,0.0,1
2013-10-07,True,True,False,10,False,False,False,98,92.4805772695364,136.09744820609689,130.1410932653235,0.9933900548258936,-0.114787625522127,-0.2280577712215198,-0.9736476020539838,124.841544023845,0.0,0.0,0.0,0.0,0.0,1
2013-10-08,True,True,False,10,False,False,False,99,124.841544023845,131.57446364445676,128.55114953385575,0.9912685467787256,-0.1318585157173911,-0.2614143985111562,-0.965226663665613,96.867100978839,0.0,0.0,0.0,0.0,0.0,1
2013-10-09,True,True,False,10,False,False,False,100,96.867100978839,127.78440090743705,128.80731551137018,0.9888537064205885,-0.1488903868564548,-0.2944616217868012,-0.9556633054034704,149.761758936995,0.0,0.0,0.0,0.0,0.0,1
2013-10-10,True,True,False,10,False,False,False,101,149.761758936995,121.07594230438049,130.4643895248416,0.986146248341595,-0.1658781989346314,-0.3271603271220951,-0.9449688462364056,119.300284972145,0.0,0.0,0.0,0.0,0.0,1
2013-10-11,True,True,False,10,False,False,False,102,119.300284972145,127.37116440872306,130.92245684572006,0.98314697372215,-0.1828169249850199,-0.3594718130884232,-0.9331559438780432,123.2348187168,0.0,0.0,0.0,0.0,0.0,1
2013-10-12,True,True,True,10,False,False,False,103,123.2348187168,122.6809781360065,130.94639229275168,0.9798567700958664,-0.1997015525660636,-0.3913578365610259,-0.9202385798054076,140.262421715801,0.0,0.0,0.0,0.0,0.0,1
2013-10-13,True,True,True,10,False,False,False,104,140.262421715801,120.96407237342305,129.70794994450986,0.976276611086932,-0.2165270852448143,-0.4227806579826773,-0.9062320427107696,42.9967926268111,0.0,0.0,0.0,0.0,0.0,1
2013-10-14,True,True,False,10,False,False,False,105,42.9967926268111,113.89496028160515,129.27226374440917,0.9724075561219968,-0.2332885440754551,-0.4537030860313442,-0.8911529104063088,109.863744271226,0.0,0.0,0.0,0.0,0.0,1
2013-10-15,True,True,False,10,False,False,False,106,109.863744271226,111.75527460265958,127.95453193657231,0.9682507501166718,-0.2499809690726521,-0.4840885216389758,-0.8750190302029955,130.431802598324,0.0,0.0,0.0,0.0,0.0,1
2013-10-16,True,True,False,10,False,False,False,107,130.431802598324,116.55023197687171,127.75145186728521,0.9638074231367308,-0.2665994206792935,-0.5139010013093103,-0.8578494977869301,146.070583461057,0.0,0.0,0.0,0.0,0.0,1
2013-10-17,True,True,False,10,False,False,False,108,146.070583461057,116.02292119459487,127.53057680480131,0.9590788900341132,-0.2831389812281835,-0.5431052396834317,-0.8396646346181327,89.9411837855476,0.0,0.0,0.0,0.0,0.0,1
2013-10-18,True,False,False,10,False,False,False,109,89.9411837855476,111.82876388222381,125.43294079432111,0.9540665500578388,-0.2995947563972602,-0.5716666713027052,-0.8204859638785327,111.233698203856,0.0,0.0,0.0,0.0,0.0,1
2013-10-19,False,False,True,10,False,False,False,110,111.233698203856,110.11431809466038,125.47131393271509,0.9487718864399473,-0.3159618766579029,-0.5995514915196489,-0.8003361849976323,121.590860465012,0.0,0.0,0.0,0.0,0.0,1
2013-10-20,False,False,True,10,False,False,False,111,121.590860465012,107.44695220169054,123.44727723704311,0.9431964659565866,-0.3322354987159043,-0.6267266965083301,-0.7792391467859886,70.1419855298474,0.0,0.0,0.0,0.0,0.0,1
2013-10-21,False,False,False,10,False,False,False,112,70.1419855298474,111.32483690212428,122.85710181374624,0.9373419384643772,-0.3484108069446808,-0.65316012232693,-0.7572198192083127,122.987868193302,0.0,0.0,0.0,0.0,0.0,1
2013-10-22,False,False,False,10,False,False,False,113,122.987868193302,113.19971174813513,123.28065387195156,0.9312100364121948,-0.3644830148102912,-0.6788204829862355,-0.734304263829602,111.927088663048,0.0,0.0,0.0,0.0,0.0,1
2013-10-23,False,False,False,10,False,False,False,114,111.927088663048,110.55618118595285,122.29085540391468,0.9248025743285088,-0.3804473662878516,-0.7036774074790128,-0.7105196029692745,125.816016210178,0.0,0.0,0.0,0.0,0.0,1
2013-10-24,False,False,False,10,False,False,False,115,125.816016210178,107.66267157868442,122.57209907799106,0.9181214482844364,-0.3962991372689181,-0.7277014757264236,-0.6858939875998223,123.163406361057,0.0,0.0,0.0,0.0,0.0,1
2013-10-25,False,False,False,10,False,False,False,116,123.163406361057,112.40870337518577,119.70956554957854,0.9111686353326632,-0.4120336369594263,-0.7508642533989489,-0.6604565640279754,113.661858634409,0.0,0.0,0.0,0.0,0.0,1
2013-10-26,False,False,True,10,False,False,False,117,113.661858634409,112.75558343669333,118.92937151180429,0.9039461929224012,-0.4276462092677746,-0.7731383255706026,-0.6342374393978054,161.678805315967,0.0,0.0,0.0,0.0,0.0,1
2013-10-27,False,False,True,10,False,False,False,118,161.678805315967,118.48243270111548,119.89598038593894,0.8964562582905575,-0.4431322341826345,-0.7944973291665992,-0.6072676460566135,102.355195816072,0.0,0.0,0.0,0.0,0.0,1
2013-10-28,False,False,False,10,False,False,False,119,102.355195816072,123.08431988486187,121.10039131867204,0.8887010478292915,-0.4584871291400876,-0.8149159841660791,-0.5795791048257612,129.482192717092,0.0,0.0,0.0,0.0,0.0,1
2013-10-29,False,False,False,10,False,False,False,120,129.482192717092,124.01208053111759,120.13538263159226,0.8806828564301475,-0.47370635037968,-0.8343701235229537,-0.5512045872199277,112.285893935052,0.0,0.0,0.0,0.0,0.0,1
2013-10-30,False,False,False,10,False,False,False,121,112.285893935052,124.06333842711815,119.73853812434494,0.8724040568049612,-0.4887853942889926,-0.8528367217694595,-0.522177676659508,121.506077008915,0.0,0.0,0.0,0.0,0.0,1
2013-10-31,False,False,False,10,False,False,True,122,121.506077008915,123.44763282693772,117.05229197614936,0.8638670987837349,-0.503719798736334,-0.8702939222685674,-0.4925327287220543,133.723541287582,0.0,0.0,0.0,0.0,0.0,1
2013-11-01,False,False,False,11,False,False,False,123,133.723541287582,124.956223530727,119.14121379921491,0.8550745085896932,-0.518505144391157,-0.886721063082993,-0.4623048304798108,100.182160485504,0.0,0.0,0.0,0.0,0.0,1
2013-11-02,False,False,True,11,False,False,False,124,100.182160485504,123.03055236659772,117.14535800848948,0.8460288880917339,-0.533137056031809,-0.9020987014301836,-0.4315297589714714,149.172348030766,0.0,0.0,0.0,0.0,0.0,1
