Date,Total Revenue,CloudCover,Temperature,WindSpeed,WeatherCode,KielerWeek,Holiday,Easter,Year,Weekday,Season,TempLevel,NextDayHoliday,Revenue prod 1,Revenue prod 2,Revenue prod 3,Revenue prod 4,Revenue prod 5,Revenue prod 6,IsSummer,IsWeekend,TempHigherThanYesterday,Month,Lag7_Total_Revenue,IsNewYearsEve,IsHalloween,year_sin1,year_cos1,year_sin2,year_cos2,year_sin3,year_cos3
2013-08-13,1399.566054030156,3.0,16.4,16.0,95.0,False,False,0.0,2013.0,Tuesday,Summer,low,False,134.064451548102,535.403212817658,271.591283834177,113.863641914766,344.643463915453,0.0,True,False,False,8,1486.208899835055,False,False,0.6740694616546161,0.7386679638813748,0.9958270335100595,0.09126072172931188,0.7971015927871943,-0.6038452208771035
2013-08-14,1533.033368518948,4.0,18.2625,18.0,61.0,False,False,0.0,2013.0,Wednesday,Summer,medium,False,156.972510536869,520.123590697437,309.116290264651,105.567865241887,441.253111778104,0.0,True,False,True,8,1528.2338963920583,False,False,0.6866759803451553,0.726963615332308,0.998376906467142,0.056952196034039754,0.7648913904341226,-0.6441592666722685
2013-08-15,1445.936606987924,3.0,19.8,8.0,,False,False,0.0,2013.0,Thursday,Summer,medium,False,164.763795399756,538.231262832354,266.575408936199,59.7561020638342,416.610037755781,0.0,True,False,True,8,1499.007507138282,False,False,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.022576263041545485,0.7306444969184916,-0.6827580970759147
2013-08-16,1361.4457786798198,4.0,23.575,11.0,0.0,False,False,0.0,2013.0,Friday,Summer,medium,False,147.79799759804,552.153714601025,241.76897512804,75.2564619591539,344.468629393561,0.0,True,False,True,8,1525.3931909835096,False,False,0.7112757519738152,0.7029130847082615,0.9999300657962057,-0.011826390691832589,0.6944521021088763,-0.719538934232584
2013-08-17,1701.8221409441326,6.0,20.55,7.0,0.0,False,False,0.0,2013.0,Saturday,Summer,medium,False,221.630418006017,583.657434231324,280.170045804428,96.5293135082104,519.834929394153,0.0,True,True,False,8,1662.2804720349804,False,False,0.7232617254437388,0.6905740195722294,0.9989315138848577,-0.046215046983708354,0.6564105761979381,-0.7544038410927472
2013-08-18,1673.897714730906,7.0,18.5875,10.0,63.0,False,False,0.0,2013.0,Sunday,Summer,medium,False,92.489778506026,669.186211470815,282.599786111443,150.122396942697,479.499541699925,0.0,True,True,False,8,1725.3536746947912,False,False,0.7350336741329412,0.6780306024735382,0.9967506498213929,-0.08054900421874167,0.6166212130956382,-0.7872599821916922
2013-08-19,1376.837922891106,5.0,18.4875,8.0,,False,False,0.0,2013.0,Monday,Summer,medium,False,145.87913275728,499.912512856933,249.391160860983,107.407999333161,374.247117082749,0.0,True,False,False,8,1371.9141698482772,False,False,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.11478762552212701,0.5751899607119775,-0.8180198708443175
2013-08-20,1252.7861094515642,7.0,17.775,8.0,61.0,False,False,0.0,2013.0,Tuesday,Summer,low,False,111.842396126739,478.730297151576,257.620799680939,64.5022565329893,340.090359959321,0.0,True,False,False,8,1399.566054030156,False,False,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,0.5322271388474397,-0.8466016020976267
2013-08-21,1255.9019374005727,5.0,20.125,8.0,,False,False,0.0,2013.0,Wednesday,Summer,medium,False,125.336522713024,440.815636456397,271.133442105753,65.9210119267558,352.695324198643,0.0,True,False,True,8,1533.033368518948,False,False,0.7690308592589181,0.6392116531380588,0.9831469737221499,-0.1828169249850199,0.4878471454423119,-0.8729290708206411
2013-08-22,1314.464436931448,4.0,21.6625,8.0,,False,False,0.0,2013.0,Thursday,Summer,medium,False,132.916428220302,497.731338188322,229.323435589195,111.144301377526,343.348933556103,0.0,True,False,True,8,1445.936606987924,False,False,0.7799125224167177,0.6258885343075018,0.9762766110869321,-0.21652708524481437,0.44216815196707204,-0.8969321743510065
2013-08-23,1397.1021019374625,1.0,22.0375,14.0,,False,False,0.0,2013.0,Friday,Summer,medium,False,162.958958703106,503.672089526472,260.926195756112,94.2272902889274,375.317567662845,0.0,True,False,True,8,1361.4457786798198,False,False,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521,0.3953117887649151,-0.9185469991587165
2013-08-24,1852.823512770426,0.0,20.85,16.0,5.0,False,False,0.0,2013.0,Saturday,Summer,medium,False,201.543109556297,707.94429725517,282.401869590288,124.737464409769,536.196771958902,0.0,True,True,False,8,1701.8221409441326,False,False,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354,0.3474028211842774,-0.9377159910299093
2013-08-25,1806.35854658638,0.0,21.3875,16.0,5.0,False,False,0.0,2013.0,Sunday,Summer,medium,False,83.0226725739551,726.257649523775,360.817001197227,141.066888354584,495.194334936839,0.0,True,True,True,8,1673.897714730906,False,False,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.31596187665790293,0.2985688173637202,-0.9543881083175908
2013-08-26,1335.476770356454,0.0,20.125,15.0,5.0,False,False,0.0,2013.0,Monday,Summer,medium,False,165.829031676714,451.536740815421,244.936370498996,104.448858869003,368.72576849632,0.0,True,False,False,8,1376.837922891106,False,False,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,0.24893980855376657,-0.9685189578512204
2013-08-27,1206.9568569172761,1.0,21.0875,12.0,,False,False,0.0,2013.0,Tuesday,Summer,medium,False,118.473650434102,442.318352086176,251.053043195831,89.3398068106772,305.77200439049,0.0,True,False,True,8,1252.7861094515642,False,False,0.8307970168121247,0.5565755266413303,0.9248025743285089,-0.38044736628785164,0.19864794288017112,-0.9800709131432666
2013-08-28,1189.9601463547679,0.0,21.3,7.0,,False,False,0.0,2013.0,Wednesday,Summer,medium,False,108.876991442649,418.297941202801,225.878194718714,87.5160458910728,349.390973099531,0.0,True,False,True,8,1255.9019374005727,False,False,0.8402480696078469,0.5422021592729844,0.9111686353326631,-0.41203363695942635,0.14782713347053048,-0.9890132145779883
2013-08-29,1226.9744435244093,3.0,20.2125,11.0,,False,False,0.0,2013.0,Thursday,Summer,medium,False,178.178023803315,386.390267686346,198.776407298801,67.1751319746152,396.454612761332,0.0,True,False,False,8,1314.464436931448,False,False,0.8494504794814806,0.527668345562516,0.8964562582905575,-0.44313223418263453,0.0966127018812031,-0.9953220513156602
2013-08-30,1230.8254219210733,6.0,19.7875,8.0,5.0,False,False,0.0,2013.0,Friday,Summer,medium,False,133.150828452892,492.141265198519,184.252334847289,77.9353068130843,343.345686609289,0.0,True,False,False,8,1397.1021019374625,False,False,0.8584015232918917,0.512978386299228,0.8806828564301475,-0.47370635037968,0.04514101777397193,-0.9989806246941579
2013-08-31,1407.8270071434235,5.0,18.35,16.0,21.0,False,False,0.0,2013.0,Saturday,Summer,medium,False,130.821314898435,581.490537751984,265.410807550213,86.0077280021026,344.096618940689,0.0,True,True,False,8,1852.823512770426,False,False,0.8670985522812081,0.4981366284784055,0.8638670987837349,-0.503719798736334,-0.00645086419810515,-0.9999791929590823
2013-09-01,1357.25258961663,7.0,15.8625,16.0,61.0,False,False,0.0,2013.0,Sunday,Autumn,medium,False,95.9704314892471,481.584829613001,239.545084070735,139.776992842103,400.375251601544,0.0,False,True,False,9,1806.35854658638,False,False,0.8755389928586302,0.4831474640149687,0.8460288880917339,-0.533137056031809,-0.05802556932878035,-0.9983150972033183
2013-09-02,987.9570966616532,7.0,16.575,17.0,63.0,False,False,0.0,2013.0,Monday,Autumn,medium,False,138.408723210465,350.023432755307,165.884794599896,97.5577291094531,236.082416986532,0.0,False,False,True,9,1335.476770356454,False,False,0.8837203473619977,0.4680153284438345,0.8271893372462497,-0.5619233046832195,-0.10944576864891556,-0.993992768446958
2013-09-03,1007.9367383256798,7.0,18.225,11.0,21.0,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,138.825618927843,357.401285676803,174.655491296255,66.7042185386037,270.350123886175,0.0,False,False,True,9,1206.9568569172761,False,False,0.8916401947968874,0.45274469960737107,0.8073707443023492,-0.5900444739548627,-0.16057454459499376,-0.9870237158387383
2013-09-04,1036.3492750385099,7.0,18.125,5.0,,False,False,0.0,2013.0,Wednesday,Autumn,medium,False,100.221969526295,362.249371679536,162.83743839423,102.369988965095,308.670506473354,0.0,False,False,False,9,1189.9601463547679,False,False,0.8992961915530253,0.4373400963303323,0.7865965660866021,-0.6174672802835514,-0.2112757555821793,-0.9774264960104055
2013-09-05,1104.1439817470637,0.0,21.7,8.0,,False,False,0.0,2013.0,Thursday,Autumn,high,False,173.658100347255,400.95010523182,155.795527807677,64.7180977987766,309.022150561535,0.0,False,False,True,9,1226.9744435244093,False,False,0.9066860720977985,0.4218060770826634,0.7648913904341226,-0.6441592666722685,-0.2614143985111562,-0.965226663665613
2013-09-06,1137.1523677303987,0.0,24.7,9.0,,False,False,0.0,2013.0,Friday,Autumn,high,False,171.415179710314,395.673296994009,183.372780096599,79.6716952926438,307.019415636833,0.0,False,False,True,9,1230.8254219210733,False,False,0.9138076496466615,0.40614723863057883,0.742280907086982,-0.6700888411055113,-0.3108569682435036,-0.9504567035349151
2013-09-07,1505.9011969610501,6.0,22.7625,7.0,,False,False,0.0,2013.0,Saturday,Autumn,high,False,186.034060963767,591.523547732665,215.339022862711,65.0128197234662,447.991745678441,0.0,False,True,False,9,1407.8270071434235,False,False,0.9206588168102428,0.3903682146763026,0.7187918772884232,-0.6952253139408722,-0.3594718130884232,-0.9331559438780432
2013-09-08,1496.3184718677348,7.0,20.1625,8.0,61.0,False,False,0.0,2013.0,Sunday,Autumn,high,False,88.8925958109828,576.040699297842,261.723925353895,115.868951321453,453.792300083562,0.0,False,True,False,9,1357.25258961663,False,False,0.9272375462179537,0.374473674486883,0.6944521021088763,-0.719538934232584,-0.4071294853542516,-0.9133704517637858
2013-09-09,1002.2125915332035,8.0,11.575,11.0,63.0,False,False,0.0,2013.0,Monday,Autumn,medium,False,169.359968504942,331.981293986457,155.698998919682,78.4321446410245,266.740185481098,0.0,False,False,False,9,987.9570966616532,False,False,0.9335418911179212,0.35846832151248087,0.6692903895412567,-0.7430009249440493,-0.45370308603134424,-0.8911529104063088
2013-09-10,987.4006905061897,6.0,13.5875,11.0,65.0,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,89.6944536084346,363.667829135983,186.631885480156,75.320737395332,272.085784886284,0.0,False,False,True,9,1007.9367383256798,False,False,0.9395699859530622,0.342356891994542,0.6433365204044917,-0.765583517007675,-0.4990686026885319,-0.8665624788845385
2013-09-11,961.6294394395425,6.0,13.9,8.0,61.0,False,False,0.0,2013.0,Wednesday,Autumn,medium,False,103.363686559795,350.81380789681,156.993834222857,84.1743682721035,266.283742487977,0.0,False,False,True,9,1036.3492750385099,False,False,0.945320046913132,0.3261441535642696,0.6166212130956382,-0.7872599821916922,-0.5431052396834317,-0.8396646346181327
2013-09-12,960.9185525439016,6.0,16.1125,6.0,61.0,False,False,0.0,2013.0,Thursday,Autumn,medium,False,106.474399987548,354.282593212868,128.957531070768,79.9069125959926,291.297115676725,0.0,False,False,True,9,1104.1439817470637,False,False,0.9507903724625832,0.3098349038318025,0.5891760872322963,-0.8080046647350754,-0.5856957398073508,-0.8105309990194823
2013-09-13,1044.4131932524783,6.0,17.4375,5.0,21.0,False,False,0.0,2013.0,Friday,Autumn,medium,False,122.564626199915,413.041864366013,142.450922270702,60.0423801030524,306.313400312796,0.0,False,False,True,9,1137.1523677303987,False,False,0.9559793438440766,0.2934339689665273,0.5610336262283677,-0.8277930117131022,-0.6267266965083301,-0.7792391467859886
2013-09-14,1388.0032063371368,5.0,17.625,10.0,63.0,False,False,0.0,2013.0,Saturday,Autumn,medium,False,174.938807466572,530.825102628704,230.524249936583,68.6316728927997,383.083373412478,0.0,False,True,True,9,1505.9011969610501,False,False,0.9608854255574977,0.27694620226893646,0.5322271388474397,-0.8466016020976267,-0.666088855860977,-0.7458723993404063
2013-09-15,1268.8126467225404,7.0,14.8625,10.0,21.0,False,False,0.0,2013.0,Sunday,Autumn,medium,False,55.1960062296304,494.908185078447,199.525819245624,150.947116904365,368.235519264474,0.0,False,True,False,9,1496.3184718677348,False,False,0.9655071658143364,0.2603764827344581,0.5027907197793043,-0.8644081744776648,-0.7036774074790128,-0.7105196029692745
2013-09-16,960.0831498039095,3.0,13.1375,13.0,21.0,False,False,0.0,2013.0,Monday,Autumn,medium,False,146.760234890658,363.701917843028,150.458078596152,68.5094924358894,230.653426038182,0.0,False,False,False,9,1002.2125915332035,False,False,0.969843196967294,0.24372971360968387,0.47275920928627757,-0.881191653407483,-0.7393922635959241,-0.673274892250183
2013-09-17,987.3440321601655,5.0,13.1375,10.0,63.0,False,False,0.0,2013.0,Tuesday,Autumn,medium,False,136.118044538363,321.054881338889,121.601419092438,88.0432401860715,320.526447004404,0.0,False,False,False,9,987.4006905061897,False,False,0.9738922359149924,0.22701082094141847,0.44216815196707204,-0.8969321743510065,-0.7731383255706026,-0.6342374393978054
