Date,Holiday,NextDayHoliday,IsWeekend,Month,KielerWeek,IsNewYearsEve,IsHalloween,t,lag_1,Lag7_Total_Revenue,roll7_mean,roll28_mean,year_sin1,year_cos1,year_sin2,year_cos2,Total Revenue
2013-07-16,True,True,False,7,False,False,False,15,1481.963405858342,1385.1123293468459,1483.1193522781073,,0.2551824131233728,0.9668929289391521,0.49346814167723735,0.8697638720650646,1375.2489950082643
2013-07-17,True,True,False,7,False,False,False,16,1375.2489950082643,1384.7659389826279,1481.7103045154527,,0.2717767384711357,0.9623603298276545,0.5230943033491326,0.8522748088519838,1477.670323685468
2013-07-18,True,True,False,7,False,False,False,17,1477.670323685468,1326.8616313035402,1494.9823594730012,,0.2882906407095177,0.9575429528116719,0.5521013427459208,0.8337770129585915,1389.7541924313455
2013-07-19,True,True,False,7,False,False,False,18,1389.7541924313455,1354.717013539311,1503.9670110626878,,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267,1527.0763604307554
2013-07-20,True,True,True,7,False,False,False,19,1527.0763604307554,1661.8613816349975,1528.5897749043227,,0.321057654185271,0.9470596510722283,0.6081214998935418,0.7938439653781019,1788.2360322693241
2013-07-21,True,True,True,7,False,False,False,20,1788.2360322693241,1786.553765281086,1546.643296423512,,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742,1599.0157338099675
2013-07-22,True,True,False,7,False,False,False,21,1599.0157338099675,1481.963405858342,1519.8521490704952,,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042,1532.438770398039
2013-07-23,True,True,False,7,False,False,False,22,1532.438770398039,1375.2489950082643,1527.062915433309,,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308,1511.4861602726614
2013-07-24,True,True,False,7,False,False,False,23,1511.4861602726614,1477.670323685468,1546.525367613937,,0.38541335945432564,0.9227440286201427,0.7112757519738152,0.7029130847082615,1579.1769061206978
2013-07-25,True,True,False,7,False,False,False,24,1579.1769061206978,1389.7541924313455,1561.0263079618271,,0.4012289854475009,0.9159777842484877,0.7350336741329412,0.6780306024735382,1498.84454154252
2013-07-26,True,True,False,7,False,False,False,25,1498.84454154252,1527.0763604307554,1576.6106435491379,,0.4169258813287287,0.908940487313808,0.7579216274973472,0.6523456189565257,1602.303163851975
2013-07-27,True,True,True,7,False,False,False,26,1602.303163851975,1788.2360322693241,1587.357329752169,,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018,1758.881047587065
2013-07-28,True,True,True,7,False,False,False,27,1758.881047587065,1599.0157338099675,1583.1637605118465,,0.44794493940789115,0.8940611451454876,0.8009803309782905,0.5986906625177214,1755.8025904192964
2013-07-29,True,True,False,7,False,False,False,28,1755.8025904192964,1532.438770398039,1605.5618828846077,1476.8021367630513,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036,1581.050773432065
2013-07-30,True,True,False,7,False,False,False,29,1581.050773432065,1511.4861602726614,1612.5064547466116,1487.937910552769,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729844,1600.8473293204288
2013-07-31,True,True,False,7,False,False,False,30,1600.8473293204288,1579.1769061206978,1625.2723360391499,1494.0393009811153,0.49346814167723735,0.8697638720650646,0.8584015232918917,0.512978386299228,1560.649380745598
2013-08-01,True,True,False,8,False,False,False,31,1560.649380745598,1498.84454154252,1622.6255466998498,1509.624104074881,0.5083564379375122,0.8611467540480452,0.8755389928586302,0.4831474640149687,1512.7538168934125
2013-08-02,True,True,False,8,False,False,False,32,1512.7538168934125,1602.303163851975,1624.6125860356915,1521.3542558561498,0.5230943033491326,0.8522748088519838,0.8916401947968874,0.45274469960737107,1537.074863033557
2013-08-03,True,False,True,8,False,False,False,33,1537.074863033557,1758.881047587065,1615.2942573473463,1530.2489630997766,0.5376773767406141,0.8431506618282,0.9066860720977985,0.4218060770826634,2022.0929783769382
2013-08-04,False,False,True,8,False,False,False,34,2022.0929783769382,1755.8025904192964,1652.8959617458993,1547.4476445575897,0.5521013427459208,0.8337770129585915,0.9206588168102428,0.3903682146763026,1879.1788638421608
2013-08-05,False,False,False,8,False,False,False,35,1879.1788638421608,1581.050773432065,1670.5211436634515,1559.8335708586258,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.35846832151248087,1353.5850885584
2013-08-06,False,False,False,8,False,False,False,36,1353.5850885584,1600.8473293204288,1638.0260458243563,1565.178692070596,0.580454927809098,0.8142923779467267,0.945320046913132,0.3261441535642696,1486.208899835055
2013-08-07,False,False,False,8,False,False,False,37,1486.208899835055,1560.649380745598,1621.6491273264458,1568.7892838737464,0.5943761565849831,0.804187157621448,0.9559793438440766,0.2934339689665273,1528.2338963920583
2013-08-08,False,False,False,8,False,False,False,38,1528.2338963920583,1512.7538168934125,1617.018343847369,1573.9131394955118,0.6081214998935418,0.7938439653781019,0.9655071658143364,0.2603764827344581,1499.007507138282
2013-08-09,False,False,False,8,False,False,False,39,1499.007507138282,1537.074863033557,1615.0545853109215,1580.06120648961,0.6216868902665479,0.7832658619336791,0.9738922359149924,0.22701082094141847,1525.3931909835096
2013-08-10,False,False,True,8,False,False,False,40,1525.3931909835096,2022.0929783769382,1613.3857750180578,1586.156784255474,0.6350683134867438,0.7724559775191742,0.981124629771712,0.19337647441020586,1662.2804720349804
2013-08-11,False,False,True,8,False,False,False,41,1662.2804720349804,1879.1788638421608,1561.9839883977781,1586.171751769759,0.6482618097757122,0.7614175109532997,0.9871957872910085,0.15951325197263655,1725.3536746947912
2013-08-12,False,False,False,8,False,False,False,42,1725.3536746947912,1353.5850885584,1540.0089613767252,1583.9860342488198,0.6612634749656386,0.7501537286959042,0.992098522791769,0.12546123335273648,1371.9141698482772
2013-08-13,False,False,False,8,False,False,False,43,1371.9141698482772,1486.208899835055,1542.6274015609936,1580.0557043913175,0.6740694616546161,0.7386679638813748,0.9958270335100595,0.09126072172931188,1399.566054030156
2013-08-14,False,False,False,8,False,False,False,44,1399.566054030156,1528.2338963920583,1530.2498521602936,1580.9241707849565,0.6866759803451553,0.726963615332308,0.998376906467142,0.056952196034039754,1533.033368518948
2013-08-15,False,False,False,8,False,False,False,45,1533.033368518948,1499.007507138282,1530.9354910355635,1582.9014223861525,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.022576263041545485,1445.936606987924
2013-08-16,False,False,False,8,False,False,False,46,1445.936606987924,1525.3931909835096,1523.3539338712267,1584.9079371917444,0.7112757519738152,0.7029130847082615,0.9999300657962057,-0.011826390691832589,1361.4457786798198
2013-08-17,False,False,True,8,False,False,False,47,1361.4457786798198,1662.2804720349804,1499.9328749706995,1578.992559272068,0.7232617254437388,0.6905740195722294,0.9989315138848577,-0.046215046983708354,1701.8221409441326
2013-08-18,False,False,True,8,False,False,False,48,1701.8221409441326,1725.3536746947912,1505.5816848148643,1575.906348867597,0.7350336741329412,0.6780306024735382,0.9967506498213929,-0.08054900421874167,1673.897714730906
2013-08-19,False,False,False,8,False,False,False,49,1673.897714730906,1371.9141698482772,1498.2308333914518,1578.5807053290591,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.11478762552212701,1376.837922891106
2013-08-20,False,False,False,8,False,False,False,50,1376.837922891106,1399.566054030156,1498.9342266832846,1573.0235322038116,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,1252.7861094515642
2013-08-21,False,False,False,8,False,False,False,51,1252.7861094515642,1533.033368518948,1477.9656631720572,1563.7842446744867,0.7690308592589181,0.6392116531380588,0.9831469737221499,-0.1828169249850199,1255.9019374005727
2013-08-22,False,False,False,8,False,False,False,52,1255.9019374005727,1445.936606987924,1438.375458726575,1552.2387100773392,0.7799125224167177,0.6258885343075018,0.9762766110869321,-0.21652708524481437,1314.464436931448
2013-08-23,False,False,False,8,False,False,False,53,1314.464436931448,1361.4457786798198,1419.5937201470786,1545.6537063412293,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521,1397.1021019374625
2013-08-24,False,False,True,8,False,False,False,54,1397.1021019374625,1701.8221409441326,1424.687480612456,1538.3250969871401,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354,1852.823512770426
2013-08-25,False,False,True,8,False,False,False,55,1852.823512770426,1673.897714730906,1446.2591051590693,1541.6801850294028,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.31596187665790293,1806.35854658638
2013-08-26,False,False,False,8,False,False,False,56,1806.35854658638,1376.837922891106,1465.1820811384227,1543.4857548925131,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,1335.476770356454
2013-08-27,False,False,False,8,False,False,False,57,1335.476770356454,1252.7861094515642,1459.273345062044,1534.7152547826695,0.8307970168121247,0.5565755266413303,0.9248025743285089,-0.38044736628785164,1206.9568569172761
2013-08-28,False,False,False,8,False,False,False,58,1206.9568569172761,1255.9019374005727,1452.7263089857172,1520.6477379111282,0.8402480696078469,0.5422021592729844,0.9111686353326631,-0.41203363695942635,1189.9601463547679
2013-08-29,False,False,False,8,False,False,False,59,1189.9601463547679,1314.464436931448,1443.3060531220306,1507.4088366828848,0.8494504794814806,0.527668345562516,0.8964562582905575,-0.44313223418263453,1226.9744435244093
2013-08-30,False,False,False,8,False,False,False,60,1226.9744435244093,1397.1021019374625,1430.8074826353109,1497.2024304911345,0.8584015232918917,0.512978386299228,0.8806828564301475,-0.47370635037968,1230.8254219210733
2013-08-31,False,False,True,8,False,False,False,61,1230.8254219210733,1852.823512770426,1407.0536712043981,1486.264950451403,0.8670985522812081,0.4981366284784055,0.8638670987837349,-0.503719798736334,1407.8270071434235
2013-09-01,False,False,True,9,False,False,False,62,1407.8270071434235,1806.35854658638,1343.482741829112,1464.326880050206,0.8755389928586302,0.4831474640149687,0.8460288880917339,-0.533137056031809,1357.25258961663
2013-09-02,False,False,False,9,False,False,False,63,1357.25258961663,1335.476770356454,1279.3247479762906,1445.6866559707228,0.8837203473619977,0.4680153284438345,0.8271893372462497,-0.5619233046832195,987.9570966616532
2013-09-03,False,False,False,9,False,False,False,64,987.9570966616532,1206.9568569172761,1229.6790803056047,1432.6285134029818,0.8916401947968874,0.45274469960737107,0.8073707443023492,-0.5900444739548627,1007.9367383256798
2013-09-04,False,False,False,9,False,False,False,65,1007.9367383256798,1189.9601463547679,1201.2476347925196,1415.5473647776469,0.8992961915530253,0.4373400963303323,0.7865965660866021,-0.6174672802835514,1036.3492750385099
2013-09-05,False,False,False,9,False,False,False,66,1036.3492750385099,1226.9744435244093,1179.3032246044827,1397.9800568721628,0.9066860720977985,0.4218060770826634,0.7648913904341226,-0.6441592666722685,1104.1439817470637
2013-09-06,False,False,False,9,False,False,False,67,1104.1439817470637,1230.8254219210733,1161.7560157791474,1383.8777881081908,0.9138076496466615,0.40614723863057883,0.742280907086982,-0.6700888411055113,1137.1523677303987
2013-09-07,False,False,True,9,False,False,False,68,1137.1523677303987,1407.8270071434235,1148.3741508947655,1370.0120444205797,0.9206588168102428,0.3903682146763026,0.7187918772884232,-0.6952253139408722,1505.9011969610501
2013-09-08,False,False,True,9,False,False,False,69,1505.9011969610501,1357.25258961663,1162.384749440141,1364.4270703107964,0.9272375462179537,0.374473674486883,0.6944521021088763,-0.719538934232584,1496.3184718677348
2013-09-09,False,False,False,9,False,False,False,70,1496.3184718677348,987.9570966616532,1182.2513040474416,1356.2472416384019,0.9335418911179212,0.35846832151248087,0.6692903895412567,-0.7430009249440493,1002.2125915332035
2013-09-10,False,False,False,9,False,False,False,71,1002.2125915332035,1007.9367383256798,1184.2878033148058,1343.0436138414348,0.9395699859530622,0.342356891994542,0.6433365204044917,-0.765583517007675,987.4006905061897
2013-09-11,False,False,False,9,False,False,False,72,987.4006905061897,1036.3492750385099,1181.3540821977356,1328.3234222870074,0.945320046913132,0.3261441535642696,0.6166212130956382,-0.7872599821916922,961.6294394395425
2013-09-12,False,False,False,9,False,False,False,73,961.6294394395425,1104.1439817470637,1170.6798199693117,1307.9161391056,0.9507903724625832,0.3098349038318025,0.5891760872322963,-0.8080046647350754,960.9185525439016
2013-09-13,False,False,False,9,False,False,False,74,960.9185525439016,1137.1523677303987,1150.21904436886,1290.5940657325993,0.9559793438440766,0.2934339689665273,0.5610336262283677,-0.8277930117131022,1044.4131932524783
2013-09-14,False,False,True,9,False,False,False,75,1044.4131932524783,1505.9011969610501,1136.9705908720143,1279.2714733959085,0.9608854255574977,0.27694620226893646,0.5322271388474397,-0.8466016020976267,1388.0032063371368
2013-09-15,False,False,True,9,False,False,False,76,1388.0032063371368,1496.3184718677348,1120.1280207828838,1268.0636543028015,0.9655071658143364,0.2603764827344581,0.5027907197793043,-0.8644081744776648,1268.8126467225404
2013-09-16,False,False,False,9,False,False,False,77,1268.8126467225404,1002.2125915332035,1087.6271886192847,1253.5963304453599,0.969843196967294,0.24372971360968387,0.47275920928627757,-0.881191653407483,960.0831498039095
2013-09-17,False,False,False,9,False,False,False,78,960.0831498039095,987.4006905061897,1081.6086969436712,1238.7122314065314,0.9738922359149924,0.22701082094141847,0.44216815196707204,-0.8969321743510065,987.3440321601655
2013-09-18,False,False,False,9,False,False,False,79,987.3440321601655,961.6294394395425,1081.600602894239,1229.232157217553,0.9776530844816641,0.2102247521189836,0.4110537546870351,-0.9116111071930239,958.5633732228488
2013-09-19,False,False,False,9,False,False,False,80,958.5633732228488,960.9185525439016,1081.1625934347117,1218.6129227826343,0.981124629771712,0.19337647441020586,0.37945284372454435,-0.925211078289358,995.0860624572204
2013-09-20,False,False,False,9,False,False,False,81,995.0860624572204,1044.4131932524783,1086.0436662794714,1207.2065522656976,0.984305844499033,0.17647097349152166,0.3474028211842774,-0.9377159910299093,1070.2218759478337
2013-09-21,False,False,True,9,False,False,False,82,1070.2218759478337,1388.0032063371368,1089.7306209502365,1195.5322584803537,0.9871957872910085,0.15951325197263655,0.31494162072895193,-0.9491110448902284,1299.6943900674814
2013-09-22,False,False,True,9,False,False,False,83,1299.6943900674814,1268.8126467225404,1077.1150757688572,1175.7776469552484,0.9897936029670716,0.14250832791617088,0.2821076626819194,-0.9593827529490743,1344.3393186626458
2013-09-23,False,False,False,9,False,False,False,84,1344.3393186626458,960.0831498039095,1087.9046003317292,1159.2769602436865,0.992098522791769,0.12546123335273648,0.24893980855376657,-0.9685189578512204,932.4657789829656
2013-09-24,False,False,False,9,False,False,False,85,932.4657789829656,987.3440321601655,1083.959261643023,1144.8837105517762,0.9941098647022418,0.10837701279187609,0.21547731504673012,-0.976508846196619,914.6742223348679
2013-09-25,False,False,False,9,False,False,False,86,914.6742223348679,958.5633732228488,1073.5778602394091,1134.4450450309757,0.9958270335100595,0.09126072172931188,0.18175978759137534,-0.9833429613388902,966.9209453477747
2013-09-26,False,False,False,9,False,False,False,87,966.9209453477747,995.0860624572204,1074.7717991143986,1126.4793592807262,0.9972495210773451,0.07411742515094437,0.14782713347053048,-0.9890132145779883,1004.2437101233693
2013-09-27,False,False,False,9,False,False,False,88,1004.2437101233693,1070.2218759478337,1076.080034495277,1118.524690230689,0.998376906467142,0.056952196034039754,0.11371951458594969,-0.9935128947338007,952.7399318195729
2013-09-28,False,False,True,9,False,False,False,89,952.7399318195729,1299.6943900674814,1059.296899619811,1108.593065584207,0.9992088560679753,0.03977011384605572,0.07947729992362097,-0.9968366760893436,1350.0529134563583
2013-09-29,False,False,True,9,False,False,False,90,1350.0529134563583,1344.3393186626458,1066.4909743896508,1106.529705095383,0.9997451236925734,0.022576263041545485,0.04514101777397193,-0.9989806246941579,1220.5425667105287
2013-09-30,False,False,False,9,False,False,False,91,1220.5425667105287,932.4657789829656,1048.8057241107767,1101.647204277308,0.9999855506507186,0.005375731557583884,0.01075130776352193,-0.9999422030204416,1088.6628318742476
2013-10-01,False,False,False,10,False,False,False,92,1088.6628318742476,914.6742223348679,1071.1195888095313,1105.243837677758,0.9999300657962057,-0.011826390691832589,-0.023651127245231586,-0.9997202729664083,1035.0741960123707
2013-10-02,False,False,False,10,False,False,False,93,1035.0741960123707,966.9209453477747,1088.3195850491745,1106.2130325951396,0.9995786855478958,-0.029025013321975237,-0.05802556932878035,-0.9983150972033183,1219.5683746591899
2013-10-03,False,True,False,10,False,False,False,94,1219.5683746591899,1004.2437101233693,1124.4120749508054,1112.7565718673068,0.9989315138848577,-0.046215046983708354,-0.09233133369539122,-0.9957283388645872,1449.987021613767
2013-10-04,True,True,False,10,False,False,False,95,1449.987021613767,952.7399318195729,1188.089690878005,1125.1081090054033,0.9979887423155984,-0.06339140486951038,-0.12652781683868314,-0.9919630595773397,1192.034068278957
2013-10-05,True,True,True,10,False,False,False,96,1192.034068278957,1350.0529134563583,1222.27456751506,1127.0681697392804,0.9967506498213929,-0.08054900421874167,-0.16057454459499376,-0.9870237158387383,1303.8838669989625
2013-10-06,True,True,True,10,False,False,False,97,1303.8838669989625,1220.5425667105287,1215.6789894497176,1119.8532650977775,0.9952176027737294,-0.09768276782171598,-0.19443122004766195,-0.9809161537413774,1323.0779850281535
2013-10-07,True,True,False,10,False,False,False,98,1323.0779850281535,1088.6628318742476,1230.3269063522355,1113.6661048535066,0.9933900548258936,-0.11478762552212701,-0.2280577712215198,-0.9736476020539838,1032.7783396125972
2013-10-08,True,True,False,10,False,False,False,99,1032.7783396125972,1035.0741960123707,1222.343407457714,1114.757738713485,0.9912685467787256,-0.13185851571739118,-0.2614143985111562,-0.965226663665613,920.066699108027
2013-10-09,True,True,False,10,False,False,False,100,920.066699108027,1219.5683746591899,1205.9137650428077,1112.3529533064077,0.9888537064205885,-0.1488903868564548,-0.2944616217868012,-0.9556633054034704,1035.1309532188438
2013-10-10,True,True,False,10,False,False,False,101,1035.1309532188438,1449.987021613767,1179.565561979901,1114.9780073699542,0.986146248341595,-0.16587819893463143,-0.3271603271220951,-0.9449688462364056,963.0647997754841
2013-10-11,True,True,False,10,False,False,False,102,963.0647997754841,1192.034068278957,1110.005244574432,1115.0546590567963,0.9831469737221499,-0.1828169249850199,-0.3594718130884232,-0.9331559438780432,942.7444736561224
2013-10-12,True,True,True,10,False,False,False,103,942.7444736561224,1303.8838669989625,1074.3924453425986,1111.4236333569265,0.9798567700958665,-0.1997015525660636,-0.3913578365610259,-0.9202385798054075,1129.137465971895
2013-10-13,True,True,True,10,False,False,False,104,1129.137465971895,1323.0779850281535,1049.4286737673033,1102.1784283438822,0.9762766110869321,-0.21652708524481437,-0.4227806579826773,-0.9062320427107697,1080.0464069199502
2013-10-14,True,True,False,10,False,False,False,105,1080.0464069199502,1032.7783396125972,1014.7098768947028,1095.436776922361,0.9724075561219968,-0.23328854407545518,-0.45370308603134424,-0.8911529104063088,916.6677541944355
2013-10-15,True,True,False,10,False,False,False,106,916.6677541944355,920.066699108027,998.1226504063941,1093.8862270791656,0.9682507501166718,-0.2499809690726521,-0.48408852163897587,-0.8750190302029955,925.6010830449741
2013-10-16,True,True,False,10,False,False,False,107,925.6010830449741,1035.1309532188438,998.9132766831008,1091.681121753623,0.9638074231367307,-0.26659942067929354,-0.5139010013093103,-0.8578494977869301,994.0460487740608
2013-10-17,True,True,False,10,False,False,False,108,994.0460487740608,963.0647997754841,993.0440046195603,1092.9483601661664,0.9590788900341131,-0.28313898122818354,-0.5431052396834317,-0.8396646346181327,883.4950863629008
2013-10-18,True,False,False,10,False,False,False,109,883.4950863629008,942.7444736561224,981.6769027034769,1088.9629681627978,0.9540665500578387,-0.2995947563972602,-0.5716666713027052,-0.8204859638785327,947.0985668945707
2013-10-19,False,False,True,10,False,False,False,110,947.0985668945707,1129.137465971895,982.2989160232554,1084.5657071251812,0.9487718864399473,-0.31596187665790293,-0.5995514915196489,-0.8003361849976323,1062.920368941858
2013-10-20,False,False,True,10,False,False,False,111,1062.920368941858,1080.0464069199502,972.8393307332499,1076.1094920849805,0.9431964659565866,-0.33223549871590435,-0.6267266965083301,-0.7792391467859886,1046.0775401777223
2013-10-21,False,False,False,10,False,False,False,112,1046.0775401777223,916.6677541944355,967.9866354843604,1065.4572857105188,0.9373419384643772,-0.3484108069446808,-0.65316012232693,-0.7572198192083127,852.7855280984027
2013-10-22,False,False,False,10,False,False,False,113,852.7855280984027,925.6010830449741,958.860603184927,1062.6115624646416,0.9312100364121947,-0.3644830148102912,-0.6788204829862355,-0.734304263829602,956.7944758371692
2013-10-23,False,False,False,10,False,False,False,114,956.7944758371692,994.0460487740608,963.3168021552407,1064.115857232581,0.9248025743285089,-0.38044736628785164,-0.7036774074790128,-0.7105196029692745,958.0694758951811
2013-10-24,False,False,False,10,False,False,False,115,958.0694758951811,883.4950863629008,958.1772917439721,1063.7997333235596,0.9181214482844365,-0.39629913726891813,-0.7277014757264236,-0.6858939875998223,1010.5301005647036
2013-10-25,False,False,False,10,False,False,False,116,1010.5301005647036,947.0985668945707,976.3251509156582,1064.024247267893,0.9111686353326631,-0.41203363695942635,-0.7508642533989489,-0.6604565640279754,954.728693015921
2013-10-26,False,False,True,10,False,False,False,117,954.728693015921,1062.920368941858,977.4151689329939,1064.0952744534768,0.9039461929224011,-0.42764620926777464,-0.7731383255706026,-0.6342374393978054,1096.52536822654
2013-10-27,False,False,True,10,False,False,False,118,1096.52536822654,1046.0775401777223,982.2158831165199,1055.0407192666978,0.8964562582905575,-0.44313223418263453,-0.7944973291665992,-0.6072676460566135,1338.5660394232696
2013-10-28,False,False,False,10,False,False,False,119,1338.5660394232696,852.7855280984027,1023.9999544373123,1059.2558432921528,0.8887010478292915,-0.45848712914008766,-0.8149159841660791,-0.5795791048257612,892.4579467371375
2013-10-29,False,False,False,10,False,False,False,120,892.4579467371375,956.7944758371692,1029.6674428142746,1052.2485259658274,0.8806828564301475,-0.47370635037968,-0.8343701235229537,-0.5512045872199277,908.4558109135112
2013-10-30,False,False,False,10,False,False,False,121,908.4558109135112,958.0694758951811,1022.761919253752,1047.7264407837251,0.8724040568049612,-0.48878539428899265,-0.8528367217694595,-0.522177676659508,949.363875393326
2013-10-31,False,False,False,10,False,False,True,122,949.363875393326,1010.5301005647036,1021.5182620392012,1038.0762800956586,0.8638670987837349,-0.503719798736334,-0.8702939222685674,-0.49253272872205434,907.3349873198138
2013-11-01,False,False,False,11,False,False,False,123,907.3349873198138,954.728693015921,1006.7761030042169,1018.6958502994461,0.8550745085896932,-0.518505144391157,-0.886721063082993,-0.46230483047981086,981.1139083756339
2013-11-02,False,False,True,11,False,False,False,124,981.1139083756339,1096.52536822654,1010.545419484176,1011.1629874457559,0.8460288880917339,-0.533137056031809,-0.9020987014301837,-0.43152975897147144,1135.3666026291821
2013-11-03,False,False,True,11,False,False,False,125,1135.3666026291821,1338.5660394232696,1016.094167255982,1005.1445137182639,0.8367329140344921,-0.5476112038402312,-0.9164086366943458,-0.4002439388573056,1230.6719729027002
2013-11-04,False,False,False,11,False,False,False,126,1230.6719729027002,892.4579467371375,1000.680729181615,1001.8442989994976,0.8271893372462497,-0.5619233046832195,-0.9296339319682695,-0.3684843993077793,795.8737550545254
2013-11-05,False,False,False,11,False,False,False,127,795.8737550545254,908.4558109135112,986.8829875126704,993.3834209795665,0.8174009818249189,-0.5760691233798758,-0.9417589340994617,-0.33628873017668287,760.4139695310951
2013-11-06,False,False,False,11,False,False,False,128,760.4139695310951,949.363875393326,965.7341530294681,987.6815377803904,0.8073707443023492,-0.5900444739548627,-0.9527692922168511,-0.30369503751065885,769.7231345732437
2013-11-07,False,False,False,11,False,False,False,129,769.7231345732437,907.3349873198138,940.0711900551705,978.2026871144761,0.7971015927871943,-0.6038452208771035,-0.9626519747161487,-0.2707418984477642,861.0836019909106
2013-11-08,False,False,False,11,False,False,False,130,861.0836019909106,981.1139083756339,933.4638492938986,974.5605014793127,0.7865965660866021,-0.6174672802835514,-0.97139528468375,-0.23746831555846842,833.2698709309387
2013-11-09,False,False,True,11,False,False,False,131,833.2698709309387,1135.3666026291821,912.343272516085,970.6506942391276,0.7758587728069828,-0.6309066211876704,-0.9789888737409319,-0.20391367068311472,962.8616330472177
2013-11-10,False,False,True,11,False,False,False,132,962.8616330472177,1230.6719729027002,887.6997054329473,964.7122716346748,0.7648913904341226,-0.6441592666722685,-0.9854237542919524,-0.17011767832049052,1409.0380374543874
2013-11-11,False,False,False,11,False,False,False,133,1409.0380374543874,795.8737550545254,913.180571797474,976.4619727251904,0.753697664392914,-0.6572212950663319,-0.9906923101615609,-0.13612033862266704,903.8668604768619
2013-11-12,False,False,False,11,False,False,False,134,903.8668604768619,760.4139695310951,928.6081582863792,976.0047979495628,0.742280907086982,-0.6700888411055113,-0.994788305609327,-0.10196189005174576,763.3610872842311
2013-11-13,False,False,False,11,False,False,False,135,763.3610872842311,769.7231345732437,929.0291751082558,970.2105123866792,0.7306444969184916,-0.6827580970759147,-0.9977068927101168,-0.06768276175455162,825.5585489224966
2013-11-14,False,False,False,11,False,False,False,136,825.5585489224966,861.0836019909106,937.0056628724349,964.1931016776946,0.7187918772884232,-0.6952253139408722,-0.9994446170919858,-0.033323525711631344,755.1135071147107
