Date,Holiday,NextDayHoliday,IsWeekend,Month,KielerWeek,IsNewYearsEve,IsHalloween,t,lag_1,roll7_mean,roll28_mean,year_sin1,year_cos1,year_sin2,year_cos2,Revenue,Product_2,Product_3,Product_4,Product_5,Product_6
2013-07-03,1,1,0,7,0,0,0,2,1430.0084,1338.3954,1476.8021,0.03439806,0.9994082,0.06875541,0.9976336,427.34326,1,0,0,0,0
2013-07-03,1,1,0,7,0,0,0,2,1430.0084,1338.3954,1476.8021,0.03439806,0.9994082,0.06875541,0.9976336,210.26024,0,1,0,0,0
2013-07-04,1,1,0,7,0,0,0,3,1124.2749,1338.3954,1476.8021,0.051584367,0.9986686,0.10303138,0.9946781,454.85965,1,0,0,0,0
2013-07-04,1,1,0,7,0,0,0,3,1124.2749,1338.3954,1476.8021,0.051584367,0.9986686,0.10303138,0.9946781,168.86494,0,0,0,0,0
2013-07-04,1,1,0,7,0,0,0,3,1124.2749,1338.3954,1476.8021,0.051584367,0.9986686,0.10303138,0.9946781,190.68665,0,1,0,0,0
2013-07-04,1,1,0,7,0,0,0,3,1124.2749,1338.3954,1476.8021,0.051584367,0.9986686,0.10303138,0.9946781,61.490177,0,0,1,0,0
2013-07-04,1,1,0,7,0,0,0,3,1124.2749,1338.3954,1476.8021,0.051584367,0.9986686,0.10303138,0.9946781,308.40817,0,0,0,1,0
2013-07-04,1,1,0,7,0,0,0,3,1124.2749,1338.3954,1476.8021,0.051584367,0.9986686,0.10303138,0.9946781,0.0,0,0,0,0,1
2013-07-05,1,1,0,7,0,0,0,4,1184.3096,1338.3954,1476.8021,0.06875541,0.9976336,0.13718541,0.9905454,171.28076,0,0,0,0,0
2013-07-05,1,1,0,7,0,0,0,4,1184.3096,1338.3954,1476.8021,0.06875541,0.9976336,0.13718541,0.9905454,86.759865,0,0,1,0,0
2013-07-05,1,1,0,7,0,0,0,4,1184.3096,1338.3954,1476.8021,0.06875541,0.9976336,0.13718541,0.9905454,355.51877,0,0,0,1,0
2013-07-05,1,1,0,7,0,0,0,4,1184.3096,1338.3954,1476.8021,0.06875541,0.9976336,0.13718541,0.9905454,0.0,0,0,0,0,1
2013-07-05,1,1,0,7,0,0,0,4,1184.3096,1338.3954,1476.8021,0.06875541,0.9976336,0.13718541,0.9905454,181.64487,0,1,0,0,0
2013-07-05,1,1,0,7,0,0,0,4,1184.3096,1338.3954,1476.8021,0.06875541,0.9976336,0.13718541,0.9905454,492.81882,1,0,0,0,0
2013-07-06,1,1,1,7,0,0,0,5,1288.0231,1338.3954,1476.8021,0.0859061,0.99630326,0.17117706,0.9852403,361.86694,0,0,0,1,0
2013-07-06,1,1,1,7,0,0,0,5,1288.0231,1338.3954,1476.8021,0.0859061,0.99630326,0.17117706,0.9852403,0.0,0,0,0,0,1
2013-07-06,1,1,1,7,0,0,0,5,1288.0231,1338.3954,1476.8021,0.0859061,0.99630326,0.17117706,0.9852403,80.646576,0,0,1,0,0
2013-07-06,1,1,1,7,0,0,0,5,1288.0231,1338.3954,1476.8021,0.0859061,0.99630326,0.17117706,0.9852403,291.55795,0,1,0,0,0
2013-07-06,1,1,1,7,0,0,0,5,1288.0231,1338.3954,1476.8021,0.0859061,0.99630326,0.17117706,0.9852403,631.90607,1,0,0,0,0
2013-07-06,1,1,1,7,0,0,0,5,1288.0231,1338.3954,1476.8021,0.0859061,0.99630326,0.17117706,0.9852403,174.55235,0,0,0,0,0
2013-07-07,1,1,1,7,0,0,0,6,1540.5299,1338.3954,1476.8021,0.10303138,0.9946781,0.20496611,0.97876906,0.0,0,0,0,0,1
2013-07-07,1,1,1,7,0,0,0,6,1540.5299,1338.3954,1476.8021,0.10303138,0.9946781,0.20496611,0.97876906,279.66592,0,1,0,0,0
2013-07-07,1,1,1,7,0,0,0,6,1540.5299,1338.3954,1476.8021,0.10303138,0.9946781,0.20496611,0.97876906,94.603905,0,0,1,0,0
2013-07-07,1,1,1,7,0,0,0,6,1540.5299,1338.3954,1476.8021,0.10303138,0.9946781,0.20496611,0.97876906,695.25574,1,0,0,0,0
2013-07-07,1,1,1,7,0,0,0,6,1540.5299,1338.3954,1476.8021,0.10303138,0.9946781,0.20496611,0.97876906,370.2096,0,0,0,1,0
2013-07-07,1,1,1,7,0,0,0,6,1540.5299,1338.3954,1476.8021,0.10303138,0.9946781,0.20496611,0.97876906,92.63776,0,0,0,0,0
2013-07-08,1,1,0,7,0,0,0,7,1532.3729,1338.3954,1476.8021,0.120126165,0.99275863,0.23851258,0.97113943,0.0,0,0,0,0,1
2013-07-08,1,1,0,7,0,0,0,7,1532.3729,1338.3954,1476.8021,0.120126165,0.99275863,0.23851258,0.97113943,195.1588,0,1,0,0,0
2013-07-08,1,1,0,7,0,0,0,7,1532.3729,1338.3954,1476.8021,0.120126165,0.99275863,0.23851258,0.97113943,49.500023,0,0,1,0,0
2013-07-08,1,1,0,7,0,0,0,7,1532.3729,1338.3954,1476.8021,0.120126165,0.99275863,0.23851258,0.97113943,135.50024,0,0,0,0,0
2013-07-08,1,1,0,7,0,0,0,7,1532.3729,1338.3954,1476.8021,0.120126165,0.99275863,0.23851258,0.97113943,538.52924,1,0,0,0,0
2013-07-08,1,1,0,7,0,0,0,7,1532.3729,1338.3954,1476.8021,0.120126165,0.99275863,0.23851258,0.97113943,285.23337,0,0,0,1,0
2013-07-09,1,1,0,7,0,0,0,8,1203.9218,1329.0629,1476.8021,0.13718541,0.9905454,0.27177674,0.9623603,75.209,0,0,1,0,0
2013-07-09,1,1,0,7,0,0,0,8,1203.9218,1329.0629,1476.8021,0.13718541,0.9905454,0.27177674,0.9623603,0.0,0,0,0,0,1
2013-07-09,1,1,0,7,0,0,0,8,1203.9218,1329.0629,1476.8021,0.13718541,0.9905454,0.27177674,0.9623603,245.80833,0,1,0,0,0
2013-07-09,1,1,0,7,0,0,0,8,1203.9218,1329.0629,1476.8021,0.13718541,0.9905454,0.27177674,0.9623603,585.9573,1,0,0,0,0
2013-07-09,1,1,0,7,0,0,0,8,1203.9218,1329.0629,1476.8021,0.13718541,0.9905454,0.27177674,0.9623603,342.08936,0,0,0,1,0
2013-07-09,1,1,0,7,0,0,0,8,1203.9218,1329.0629,1476.8021,0.13718541,0.9905454,0.27177674,0.9623603,136.04839,0,0,0,0,0
2013-07-10,1,1,0,7,0,0,0,9,1385.1123,1322.6492,1476.8021,0.15420404,0.988039,0.30471924,0.9524422,343.35306,0,0,0,1,0
2013-07-10,1,1,0,7,0,0,0,9,1385.1123,1322.6492,1476.8021,0.15420404,0.988039,0.30471924,0.9524422,73.80565,0,0,1,0,0
2013-07-10,1,1,0,7,0,0,0,9,1385.1123,1322.6492,1476.8021,0.15420404,0.988039,0.30471924,0.9524422,265.10913,0,1,0,0,0
2013-07-10,1,1,0,7,0,0,0,9,1385.1123,1322.6492,1476.8021,0.15420404,0.988039,0.30471924,0.9524422,135.13231,0,0,0,0,0
2013-07-10,1,1,0,7,0,0,0,9,1385.1123,1322.6492,1476.8021,0.15420404,0.988039,0.30471924,0.9524422,567.3658,1,0,0,0,0
2013-07-10,1,1,0,7,0,0,0,9,1385.1123,1322.6492,1476.8021,0.15420404,0.988039,0.30471924,0.9524422,0.0,0,0,0,0,1
2013-07-11,1,1,0,7,0,0,0,10,1384.766,1359.8622,1476.8021,0.17117706,0.9852403,0.33730108,0.94139683,234.65808,0,1,0,0,0
2013-07-11,1,1,0,7,0,0,0,10,1384.766,1359.8622,1476.8021,0.17117706,0.9852403,0.33730108,0.94139683,315.91174,0,0,0,1,0
2013-07-11,1,1,0,7,0,0,0,10,1384.766,1359.8622,1476.8021,0.17117706,0.9852403,0.33730108,0.94139683,569.1094,1,0,0,0,0
2013-07-11,1,1,0,7,0,0,0,10,1384.766,1359.8622,1476.8021,0.17117706,0.9852403,0.33730108,0.94139683,68.633026,0,0,1,0,0
2013-07-11,1,1,0,7,0,0,0,10,1384.766,1359.8622,1476.8021,0.17117706,0.9852403,0.33730108,0.94139683,138.5494,0,0,0,0,0
2013-07-11,1,1,0,7,0,0,0,10,1384.766,1359.8622,1476.8021,0.17117706,0.9852403,0.33730108,0.94139683,0.0,0,0,0,0,1
2013-07-12,1,1,0,7,0,0,0,11,1326.8616,1380.2268,1476.8021,0.18809941,0.98215,0.36948368,0.92923725,600.26794,1,0,0,0,0
2013-07-12,1,1,0,7,0,0,0,11,1326.8616,1380.2268,1476.8021,0.18809941,0.98215,0.36948368,0.92923725,290.1991,0,1,0,0,0
2013-07-12,1,1,0,7,0,0,0,11,1326.8616,1380.2268,1476.8021,0.18809941,0.98215,0.36948368,0.92923725,362.8025,0,0,0,1,0
2013-07-12,1,1,0,7,0,0,0,11,1326.8616,1380.2268,1476.8021,0.18809941,0.98215,0.36948368,0.92923725,0.0,0,0,1,0,0
2013-07-12,1,1,0,7,0,0,0,11,1326.8616,1380.2268,1476.8021,0.18809941,0.98215,0.36948368,0.92923725,101.44751,0,0,0,0,0
2013-07-12,1,1,0,7,0,0,0,11,1326.8616,1380.2268,1476.8021,0.18809941,0.98215,0.36948368,0.92923725,0.0,0,0,0,0,1
2013-07-13,1,1,1,7,0,0,0,12,1354.717,1389.7545,1476.8021,0.20496611,0.97876906,0.401229,0.9159778,141.2333,0,0,0,0,0
2013-07-13,1,1,1,7,0,0,0,12,1354.717,1389.7545,1476.8021,0.20496611,0.97876906,0.401229,0.9159778,340.04663,0,1,0,0,0
2013-07-13,1,1,1,7,0,0,0,12,1354.717,1389.7545,1476.8021,0.20496611,0.97876906,0.401229,0.9159778,0.0,0,0,0,0,1
2013-07-13,1,1,1,7,0,0,0,12,1354.717,1389.7545,1476.8021,0.20496611,0.97876906,0.401229,0.9159778,74.274475,0,0,1,0,0
2013-07-13,1,1,1,7,0,0,0,12,1354.717,1389.7545,1476.8021,0.20496611,0.97876906,0.401229,0.9159778,747.14075,1,0,0,0,0
2013-07-13,1,1,1,7,0,0,0,12,1354.717,1389.7545,1476.8021,0.20496611,0.97876906,0.401229,0.9159778,359.1662,0,0,0,1,0
2013-07-14,1,1,1,7,0,0,0,13,1661.8613,1407.0875,1476.8021,0.22177216,0.9750985,0.4324994,0.9016342,320.62683,0,1,0,0,0
2013-07-14,1,1,1,7,0,0,0,13,1661.8613,1407.0875,1476.8021,0.22177216,0.9750985,0.4324994,0.9016342,115.271614,0,0,1,0,0
2013-07-14,1,1,1,7,0,0,0,13,1661.8613,1407.0875,1476.8021,0.22177216,0.9750985,0.4324994,0.9016342,0.0,0,0,0,0,1
2013-07-14,1,1,1,7,0,0,0,13,1661.8613,1407.0875,1476.8021,0.22177216,0.9750985,0.4324994,0.9016342,461.08212,0,0,0,1,0
2013-07-14,1,1,1,7,0,0,0,13,1661.8613,1407.0875,1476.8021,0.22177216,0.9750985,0.4324994,0.9016342,777.0488,1,0,0,0,0
2013-07-14,1,1,1,7,0,0,0,13,1661.8613,1407.0875,1476.8021,0.22177216,0.9750985,0.4324994,0.9016342,112.52437,0,0,0,0,0
2013-07-15,1,1,0,7,0,0,0,14,1786.5537,1443.399,1476.8021,0.23851258,0.97113943,0.4632579,0.8862235,243.5264,0,1,0,0,0
2013-07-15,1,1,0,7,0,0,0,14,1786.5537,1443.399,1476.8021,0.23851258,0.97113943,0.4632579,0.8862235,99.49353,0,0,1,0,0
2013-07-15,1,1,0,7,0,0,0,14,1786.5537,1443.399,1476.8021,0.23851258,0.97113943,0.4632579,0.8862235,161.26468,0,0,0,0,0
2013-07-15,1,1,0,7,0,0,0,14,1786.5537,1443.399,1476.8021,0.23851258,0.97113943,0.4632579,0.8862235,380.6837,0,0,0,1,0
2013-07-15,1,1,0,7,0,0,0,14,1786.5537,1443.399,1476.8021,0.23851258,0.97113943,0.4632579,0.8862235,0.0,0,0,0,0,1
2013-07-15,1,1,0,7,0,0,0,14,1786.5537,1443.399,1476.8021,0.23851258,0.97113943,0.4632579,0.8862235,596.9951,1,0,0,0,0
2013-07-16,1,1,0,7,0,0,0,15,1481.9634,1483.1194,1476.8021,0.25518242,0.96689296,0.49346814,0.86976385,116.82136,0,0,0,0,0
2013-07-16,1,1,0,7,0,0,0,15,1481.9634,1483.1194,1476.8021,0.25518242,0.96689296,0.49346814,0.86976385,0.0,0,0,0,0,1
2013-07-16,1,1,0,7,0,0,0,15,1481.9634,1483.1194,1476.8021,0.25518242,0.96689296,0.49346814,0.86976385,91.7797,0,0,1,0,0
2013-07-16,1,1,0,7,0,0,0,15,1481.9634,1483.1194,1476.8021,0.25518242,0.96689296,0.49346814,0.86976385,287.41547,0,1,0,0,0
2013-07-16,1,1,0,7,0,0,0,15,1481.9634,1483.1194,1476.8021,0.25518242,0.96689296,0.49346814,0.86976385,320.43533,0,0,0,1,0
2013-07-16,1,1,0,7,0,0,0,15,1481.9634,1483.1194,1476.8021,0.25518242,0.96689296,0.49346814,0.86976385,558.7971,1,0,0,0,0
2013-07-17,1,1,0,7,0,0,0,16,1375.249,1481.7103,1476.8021,0.27177674,0.9623603,0.5230943,0.85227484,0.0,0,0,1,0,0
2013-07-17,1,1,0,7,0,0,0,16,1375.249,1481.7103,1476.8021,0.27177674,0.9623603,0.5230943,0.85227484,301.77744,0,1,0,0,0
2013-07-17,1,1,0,7,0,0,0,16,1375.249,1481.7103,1476.8021,0.27177674,0.9623603,0.5230943,0.85227484,628.32574,1,0,0,0,0
2013-07-17,1,1,0,7,0,0,0,16,1375.249,1481.7103,1476.8021,0.27177674,0.9623603,0.5230943,0.85227484,150.57292,0,0,0,0,0
2013-07-17,1,1,0,7,0,0,0,16,1375.249,1481.7103,1476.8021,0.27177674,0.9623603,0.5230943,0.85227484,0.0,0,0,0,0,1
2013-07-17,1,1,0,7,0,0,0,16,1375.249,1481.7103,1476.8021,0.27177674,0.9623603,0.5230943,0.85227484,396.99423,0,0,0,1,0
2013-07-18,1,1,0,7,0,0,0,17,1477.6703,1494.9823,1476.8021,0.28829065,0.95754296,0.5521013,0.833777,647.82227,1,0,0,0,0
2013-07-18,1,1,0,7,0,0,0,17,1477.6703,1494.9823,1476.8021,0.28829065,0.95754296,0.5521013,0.833777,101.90072,0,0,0,0,0
2013-07-18,1,1,0,7,0,0,0,17,1477.6703,1494.9823,1476.8021,0.28829065,0.95754296,0.5521013,0.833777,89.20584,0,0,1,0,0
2013-07-18,1,1,0,7,0,0,0,17,1477.6703,1494.9823,1476.8021,0.28829065,0.95754296,0.5521013,0.833777,0.0,0,0,0,0,1
2013-07-18,1,1,0,7,0,0,0,17,1477.6703,1494.9823,1476.8021,0.28829065,0.95754296,0.5521013,0.833777,300.3988,0,0,0,1,0
2013-07-18,1,1,0,7,0,0,0,17,1477.6703,1494.9823,1476.8021,0.28829065,0.95754296,0.5521013,0.833777,250.42659,0,1,0,0,0
2013-07-19,1,1,0,7,0,0,0,18,1389.7542,1503.967,1476.8021,0.30471924,0.9524422,0.58045495,0.8142924,287.1883,0,1,0,0,0
2013-07-19,1,1,0,7,0,0,0,18,1389.7542,1503.967,1476.8021,0.30471924,0.9524422,0.58045495,0.8142924,369.4004,0,0,0,1,0
2013-07-19,1,1,0,7,0,0,0,18,1389.7542,1503.967,1476.8021,0.30471924,0.9524422,0.58045495,0.8142924,62.06361,0,0,1,0,0
2013-07-19,1,1,0,7,0,0,0,18,1389.7542,1503.967,1476.8021,0.30471924,0.9524422,0.58045495,0.8142924,161.63512,0,0,0,0,0
2013-07-19,1,1,0,7,0,0,0,18,1389.7542,1503.967,1476.8021,0.30471924,0.9524422,0.58045495,0.8142924,0.0,0,0,0,0,1
2013-07-19,1,1,0,7,0,0,0,18,1389.7542,1503.967,1476.8021,0.30471924,0.9524422,0.58045495,0.8142924,646.78894,1,0,0,0,0
2013-07-20,1,1,1,7,0,0,0,19,1527.0764,1528.5897,1476.8021,0.32105765,0.94705963,0.6081215,0.793844,394.7657,0,1,0,0,0
2013-07-20,1,1,1,7,0,0,0,19,1527.0764,1528.5897,1476.8021,0.32105765,0.94705963,0.6081215,0.793844,134.32808,0,0,0,0,0
2013-07-20,1,1,1,7,0,0,0,19,1527.0764,1528.5897,1476.8021,0.32105765,0.94705963,0.6081215,0.793844,843.0513,1,0,0,0,0
2013-07-20,1,1,1,7,0,0,0,19,1527.0764,1528.5897,1476.8021,0.32105765,0.94705963,0.6081215,0.793844,69.937,0,0,1,0,0
2013-07-20,1,1,1,7,0,0,0,19,1527.0764,1528.5897,1476.8021,0.32105765,0.94705963,0.6081215,0.793844,346.154,0,0,0,1,0
2013-07-20,1,1,1,7,0,0,0,19,1527.0764,1528.5897,1476.8021,0.32105765,0.94705963,0.6081215,0.793844,0.0,0,0,0,0,1
2013-07-21,1,1,1,7,0,0,0,20,1788.2361,1546.6433,1476.8021,0.33730108,0.94139683,0.6350683,0.772456,0.0,0,0,0,0,1
2013-07-21,1,1,1,7,0,0,0,20,1788.2361,1546.6433,1476.8021,0.33730108,0.94139683,0.6350683,0.772456,346.65823,0,1,0,0,0
2013-07-21,1,1,1,7,0,0,0,20,1788.2361,1546.6433,1476.8021,0.33730108,0.94139683,0.6350683,0.772456,66.28876,0,0,0,0,0
2013-07-21,1,1,1,7,0,0,0,20,1788.2361,1546.6433,1476.8021,0.33730108,0.94139683,0.6350683,0.772456,815.94226,1,0,0,0,0
2013-07-21,1,1,1,7,0,0,0,20,1788.2361,1546.6433,1476.8021,0.33730108,0.94139683,0.6350683,0.772456,82.682686,0,0,1,0,0
2013-07-21,1,1,1,7,0,0,0,20,1788.2361,1546.6433,1476.8021,0.33730108,0.94139683,0.6350683,0.772456,287.4438,0,0,0,1,0
2013-07-22,1,1,0,7,0,0,0,21,1599.0157,1519.8522,1476.8021,0.35344467,0.93545544,0.66126347,0.7501537,297.71262,0,1,0,0,0
2013-07-22,1,1,0,7,0,0,0,21,1599.0157,1519.8522,1476.8021,0.35344467,0.93545544,0.66126347,0.7501537,647.68274,1,0,0,0,0
2013-07-22,1,1,0,7,0,0,0,21,1599.0157,1519.8522,1476.8021,0.35344467,0.93545544,0.66126347,0.7501537,99.33539,0,0,1,0,0
2013-07-22,1,1,0,7,0,0,0,21,1599.0157,1519.8522,1476.8021,0.35344467,0.93545544,0.66126347,0.7501537,356.48407,0,0,0,1,0
2013-07-22,1,1,0,7,0,0,0,21,1599.0157,1519.8522,1476.8021,0.35344467,0.93545544,0.66126347,0.7501537,131.22395,0,0,0,0,0
2013-07-22,1,1,0,7,0,0,0,21,1599.0157,1519.8522,1476.8021,0.35344467,0.93545544,0.66126347,0.7501537,0.0,0,0,0,0,1
2013-07-23,1,1,0,7,0,0,0,22,1532.4387,1527.0629,1476.8021,0.36948368,0.92923725,0.68667597,0.72696364,110.31525,0,0,0,0,0
2013-07-23,1,1,0,7,0,0,0,22,1532.4387,1527.0629,1476.8021,0.36948368,0.92923725,0.68667597,0.72696364,70.529,0,0,1,0,0
2013-07-23,1,1,0,7,0,0,0,22,1532.4387,1527.0629,1476.8021,0.36948368,0.92923725,0.68667597,0.72696364,316.2968,0,0,0,1,0
2013-07-23,1,1,0,7,0,0,0,22,1532.4387,1527.0629,1476.8021,0.36948368,0.92923725,0.68667597,0.72696364,0.0,0,0,0,0,1
2013-07-23,1,1,0,7,0,0,0,22,1532.4387,1527.0629,1476.8021,0.36948368,0.92923725,0.68667597,0.72696364,323.30142,0,1,0,0,0
2013-07-23,1,1,0,7,0,0,0,22,1532.4387,1527.0629,1476.8021,0.36948368,0.92923725,0.68667597,0.72696364,691.04364,1,0,0,0,0
2013-07-24,1,1,0,7,0,0,0,23,1511.4862,1546.5254,1476.8021,0.38541335,0.92274404,0.71127576,0.7029131,327.3394,0,0,0,1,0
2013-07-24,1,1,0,7,0,0,0,23,1511.4862,1546.5254,1476.8021,0.38541335,0.92274404,0.71127576,0.7029131,83.581635,0,0,1,0,0
2013-07-24,1,1,0,7,0,0,0,23,1511.4862,1546.5254,1476.8021,0.38541335,0.92274404,0.71127576,0.7029131,328.0231,0,1,0,0,0
2013-07-24,1,1,0,7,0,0,0,23,1511.4862,1546.5254,1476.8021,0.38541335,0.92274404,0.71127576,0.7029131,141.8919,0,0,0,0,0
2013-07-24,1,1,0,7,0,0,0,23,1511.4862,1546.5254,1476.8021,0.38541335,0.92274404,0.71127576,0.7029131,0.0,0,0,0,0,1
2013-07-24,1,1,0,7,0,0,0,23,1511.4862,1546.5254,1476.8021,0.38541335,0.92274404,0.71127576,0.7029131,698.3409,1,0,0,0,0
2013-07-25,1,1,0,7,0,0,0,24,1579.1769,1561.0264,1476.8021,0.401229,0.9159778,0.7350337,0.6780306,0.0,0,0,0,0,1
2013-07-25,1,1,0,7,0,0,0,24,1579.1769,1561.0264,1476.8021,0.401229,0.9159778,0.7350337,0.6780306,280.80972,0,1,0,0,0
2013-07-25,1,1,0,7,0,0,0,24,1579.1769,1561.0264,1476.8021,0.401229,0.9159778,0.7350337,0.6780306,65.8903,0,0,1,0,0
2013-07-25,1,1,0,7,0,0,0,24,1579.1769,1561.0264,1476.8021,0.401229,0.9159778,0.7350337,0.6780306,167.70122,0,0,0,0,0
2013-07-25,1,1,0,7,0,0,0,24,1579.1769,1561.0264,1476.8021,0.401229,0.9159778,0.7350337,0.6780306,681.2508,1,0,0,0,0
2013-07-25,1,1,0,7,0,0,0,24,1579.1769,1561.0264,1476.8021,0.401229,0.9159778,0.7350337,0.6780306,303.19254,0,0,0,1,0
2013-07-26,1,1,0,7,0,0,0,25,1498.8445,1576.6106,1476.8021,0.41692588,0.9089405,0.75792164,0.6523456,718.01666,1,0,0,0,0
2013-07-26,1,1,0,7,0,0,0,25,1498.8445,1576.6106,1476.8021,0.41692588,0.9089405,0.75792164,0.6523456,53.198456,0,0,1,0,0
2013-07-26,1,1,0,7,0,0,0,25,1498.8445,1576.6106,1476.8021,0.41692588,0.9089405,0.75792164,0.6523456,147.27208,0,0,0,0,0
2013-07-26,1,1,0,7,0,0,0,25,1498.8445,1576.6106,1476.8021,0.41692588,0.9089405,0.75792164,0.6523456,352.29388,0,1,0,0,0
2013-07-26,1,1,0,7,0,0,0,25,1498.8445,1576.6106,1476.8021,0.41692588,0.9089405,0.75792164,0.6523456,0.0,0,0,0,0,1
2013-07-26,1,1,0,7,0,0,0,25,1498.8445,1576.6106,1476.8021,0.41692588,0.9089405,0.75792164,0.6523456,331.5221,0,0,0,1,0
2013-07-27,1,1,1,7,0,0,0,26,1602.3032,1587.3573,1476.8021,0.4324994,0.9016342,0.77991253,0.6258885,161.40335,0,0,0,0,0
2013-07-27,1,1,1,7,0,0,0,26,1602.3032,1587.3573,1476.8021,0.4324994,0.9016342,0.77991253,0.6258885,855.6191,1,0,0,0,0
2013-07-27,1,1,1,7,0,0,0,26,1602.3032,1587.3573,1476.8021,0.4324994,0.9016342,0.77991253,0.6258885,382.96588,0,1,0,0,0
2013-07-27,1,1,1,7,0,0,0,26,1602.3032,1587.3573,1476.8021,0.4324994,0.9016342,0.77991253,0.6258885,358.8927,0,0,0,1,0
2013-07-27,1,1,1,7,0,0,0,26,1602.3032,1587.3573,1476.8021,0.4324994,0.9016342,0.77991253,0.6258885,0.0,0,0,1,0,0
2013-07-27,1,1,1,7,0,0,0,26,1602.3032,1587.3573,1476.8021,0.4324994,0.9016342,0.77991253,0.6258885,0.0,0,0,0,0,1
2013-07-28,1,1,1,7,0,0,0,27,1758.8811,1583.1638,1476.8021,0.44794494,0.89406115,0.8009803,0.5986907,437.8248,0,0,0,1,0
2013-07-28,1,1,1,7,0,0,0,27,1758.8811,1583.1638,1476.8021,0.44794494,0.89406115,0.8009803,0.5986907,360.0961,0,1,0,0,0
2013-07-28,1,1,1,7,0,0,0,27,1758.8811,1583.1638,1476.8021,0.44794494,0.89406115,0.8009803,0.5986907,0.0,0,0,1,0,0
2013-07-28,1,1,1,7,0,0,0,27,1758.8811,1583.1638,1476.8021,0.44794494,0.89406115,0.8009803,0.5986907,871.80255,1,0,0,0,0
2013-07-28,1,1,1,7,0,0,0,27,1758.8811,1583.1638,1476.8021,0.44794494,0.89406115,0.8009803,0.5986907,0.0,0,0,0,0,1
2013-07-28,1,1,1,7,0,0,0,27,1758.8811,1583.1638,1476.8021,0.44794494,0.89406115,0.8009803,0.5986907,86.07914,0,0,0,0,0
2013-07-29,1,1,0,7,0,0,0,28,1755.8026,1605.5619,1476.8021,0.4632579,0.8862235,0.8211001,0.5707842,368.95102,0,0,0,1,0
2013-07-29,1,1,0,7,0,0,0,28,1755.8026,1605.5619,1476.8021,0.4632579,0.8862235,0.8211001,0.5707842,0.0,0,0,1,0,0
2013-07-29,1,1,0,7,0,0,0,28,1755.8026,1605.5619,1476.8021,0.4632579,0.8862235,0.8211001,0.5707842,0.0,0,0,0,0,1
2013-07-29,1,1,0,7,0,0,0,28,1755.8026,1605.5619,1476.8021,0.4632579,0.8862235,0.8211001,0.5707842,356.03345,0,1,0,0,0
2013-07-29,1,1,0,7,0,0,0,28,1755.8026,1605.5619,1476.8021,0.4632579,0.8862235,0.8211001,0.5707842,183.56416,0,0,0,0,0
